date,game,score,periodscore,spectators,schedule_id,game_id,league,season,team,opponent,score_team,score_opponent,p1score,p2score,p3score,p4score,p5score,p1score_team,p1score_opponent,p2score_team,p2score_opponent,p3score_team,p3score_opponent,p4score_team,p4score_opponent,p5score_team,p5score_opponent,result,result_p1,result_p2,result_p3,result_p4,result_p5,h_a,result_L1,result_L2,result_L3,result_L4,result_L5,win,draw,lost,win_R5,draw_R5,lost_R5,matchday,matchday_h_a,scored_avg_R5,conceded_avg_R5,scored_cum,scored_cum_prev,scored_cum_prev_avg,conceded_cum,conceded_cum_prev,conceded_cum_prev_avg,H2H_W,H2H_D,H2H_L,points,points_cum,points_cum_prev,points_cum_prev_avg,points_cum_h_a,points_cum_h_a_prev,points_cum_h_a_prev_avg
2021-01-17,Almtuna IS  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Almtuna IS,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,34,18,,,,,,,,,0.0,0.5,0.5,0,7,7,0.21212121212121213,3,3,0.17647058823529413
2021-01-20,BIK Karlskoga  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,35,17,,,,,,,,,0.0,0.0,0.0,0,7,7,0.20588235294117646,4,4,0.25
2021-01-22,Almtuna IS  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,36,19,,,,,,,,,1.0,0.0,0.0,0,7,7,0.2,3,3,0.16666666666666666
2021-01-27,AIK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,37,18,,,,,,,,,0.0,0.0,0.0,0,7,7,0.19444444444444445,4,4,0.23529411764705882
2021-01-29,Almtuna IS  - Mora IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,38,20,,,,,,,,,0.0,0.0,0.0,0,7,7,0.1891891891891892,3,3,0.15789473684210525
2021-01-31,Södertälje SK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,39,19,,,,,,,,,1.0,0.0,0.0,0,7,7,0.18421052631578946,4,4,0.2222222222222222
2021-02-03,Almtuna IS  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,40,21,,,,,,,,,0.0,0.0,0.0,0,7,7,0.1794871794871795,3,3,0.15
2021-02-05,Västerviks IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,41,20,,,,,,,,,0.0,0.0,0.0,0,7,7,0.175,4,4,0.21052631578947367
2021-02-08,Almtuna IS  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Almtuna IS,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,42,22,,,,,,,,,0.0,0.0,0.0,0,7,7,0.17073170731707318,3,3,0.14285714285714285
2021-02-15,MODO Hockey  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,43,21,,,,,,,,,0.0,0.0,0.0,0,7,7,0.16666666666666666,4,4,0.2
2021-02-16,Timrå IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,44,22,,,,,,,,,0.0,0.0,0.0,0,7,7,0.16279069767441862,4,4,0.19047619047619047
2021-02-19,Almtuna IS  - AIK,,,,11449,,allsvenskan,2020/21,Almtuna IS,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,45,23,,,,,,,,,0.0,0.0,0.0,0,7,7,0.1590909090909091,3,3,0.13636363636363635
2021-02-26,Väsby IK HK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,0.0,0.0,0.0,0,7,7,0.15555555555555556,4,4,0.18181818181818182
2021-03-03,BIK Karlskoga  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,0.0,0,7,7,0.15217391304347827,4,4,0.17391304347826086
2021-03-05,Almtuna IS  - Mora IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,48,24,,,,,,,,,0.0,0.0,0.0,0,7,7,0.14893617021276595,3,3,0.13043478260869565
2021-03-06,Mora IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,49,25,,,,,,,,,0.0,0.0,0.0,0,7,7,0.14583333333333334,4,4,0.16666666666666666
2021-03-10,Almtuna IS  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,50,25,,,,,,,,,0.0,0.0,0.0,0,7,7,0.14285714285714285,3,3,0.125
2021-03-12,Väsby IK HK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,51,26,,,,,,,,,0.0,0.0,0.0,0,7,7,0.14,4,4,0.16
2021-03-14,Almtuna IS  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,7,7,0.13725490196078433,3,3,0.12
2020-10-02,BIK Karlskoga  - Mora IK,3 - 4,"2-2, 0-1, 1-1",50.0,11449,,allsvenskan,2020/21,BIK Karlskoga,Mora IK,3.0,4.0,2-2, 0-1, 1-1,,,2.0,2.0,0.0,1.0,1.0,1.0,,,,,lost,draw,lost,draw,,,home,,,,,,0,0,1,0.0,0.0,0.0,1,1,0.0,0.0,3.0,0.0,,4.0,0.0,,0.0,0.0,0.0,0,0,0,,0,0,
2020-10-07,Timrå IK  - BIK Karlskoga,7 - 1,"5-0, 1-1, 1-0",50.0,11449,,allsvenskan,2020/21,BIK Karlskoga,Timrå IK,1.0,7.0,5-0, 1-1, 1-0,,,0.0,5.0,1.0,1.0,0.0,1.0,,,,,lost,lost,draw,lost,,,away,lost,,,,,0,0,1,0.0,0.0,1.0,2,1,3.0,4.0,4.0,3.0,3.0,11.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,
2020-10-09,BIK Karlskoga  - HC Vita Hästen,5 - 3,"1-1, 2-1, 2-1",50.0,11449,,allsvenskan,2020/21,BIK Karlskoga,HC Vita Hästen,5.0,3.0,1-1, 2-1, 2-1,,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,win,draw,win,win,,,home,lost,lost,,,,1,0,0,0.0,0.0,1.0,3,2,2.0,5.5,9.0,4.0,2.0,14.0,11.0,5.5,0.0,0.0,0.0,3,3,0,0.0,3,0,0.0
2020-10-14,Väsby IK HK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,win,lost,lost,,,0,0,0,0.3333333333333333,0.0,0.6666666666666666,4,2,3.0,4.666666666666667,,9.0,3.0,,14.0,4.666666666666667,0.0,0.0,0.0,0,3,3,1.0,0,0,0.0
2020-10-16,BIK Karlskoga  - Södertälje SK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,win,lost,lost,,0,0,0,0.25,0.0,0.5,5,3,3.0,4.666666666666667,,,,,,,0.0,0.0,0.0,0,3,3,0.75,3,3,1.5
2020-10-18,MODO Hockey  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,win,lost,lost,0,0,0,0.2,0.0,0.4,6,3,3.0,4.666666666666667,,,,,,,0.0,0.0,0.0,0,3,3,0.6,0,0,0.0
2020-10-21,Södertälje SK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,win,lost,0,0,0,0.2,0.0,0.2,7,4,3.0,5.0,,,,,,,0.0,0.0,0.0,0,3,3,0.5,0,0,0.0
2020-10-23,BIK Karlskoga  - IF Björklöven,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,win,0,0,0,0.2,0.0,0.0,8,4,5.0,3.0,,,,,,,0.0,0.0,0.0,0,3,3,0.42857142857142855,3,3,1.0
2020-10-28,BIK Karlskoga  - AIK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,9,5,,,,,,,,,0.0,0.0,0.0,0,3,3,0.375,3,3,0.75
2020-10-30,Tingsryds AIF  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,10,5,,,,,,,,,0.0,0.0,0.0,0,3,3,0.3333333333333333,0,0,0.0
2020-11-01,BIK Karlskoga  - MODO Hockey,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,11,6,,,,,,,,,0.0,0.0,0.0,0,3,3,0.3,3,3,0.6
2020-11-04,Almtuna IS  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,12,6,,,,,,,,,0.0,0.0,0.0,0,3,3,0.2727272727272727,0,0,0.0
2020-11-06,BIK Karlskoga  - Timrå IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,13,7,,,,,,,,,0.0,0.0,1.0,0,3,3,0.25,3,3,0.5
2020-11-08,Södertälje SK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,14,7,,,,,,,,,0.0,0.0,0.0,0,3,3,0.23076923076923078,0,0,0.0
2020-11-11,BIK Karlskoga  - Mora IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,15,8,,,,,,,,,0.0,0.0,1.0,0,3,3,0.21428571428571427,3,3,0.42857142857142855
2020-11-14,Kristianstads IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,16,8,,,,,,,,,0.0,0.0,0.0,0,3,3,0.2,0,0,0.0
2020-11-18,BIK Karlskoga  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,17,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1875,3,3,0.375
2020-11-20,BIK Karlskoga  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,18,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.17647058823529413,3,3,0.3333333333333333
2020-11-25,IF Björklöven  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,19,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.16666666666666666,0,0,0.0
2020-11-27,BIK Karlskoga  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,20,11,,,,,,,,,1.0,0.0,0.0,0,3,3,0.15789473684210525,3,3,0.3
2020-11-29,Almtuna IS  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.15,0,0,0.0
2020-12-02,BIK Karlskoga  - Västerviks IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,22,12,,,,,,,,,0.0,0.0,0.0,0,3,3,0.14285714285714285,3,3,0.2727272727272727
2020-12-05,BIK Karlskoga  - AIK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,23,13,,,,,,,,,0.0,0.0,0.0,0,3,3,0.13636363636363635,3,3,0.25
2020-12-09,Timrå IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,11,,,,,,,,,0.0,0.0,1.0,0,3,3,0.13043478260869565,0,0,0.0
2020-12-11,BIK Karlskoga  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,25,14,,,,,,,,,0.0,0.0,0.0,0,3,3,0.125,3,3,0.23076923076923078
2020-12-16,BIK Karlskoga  - Västerås IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,26,15,,,,,,,,,0.0,0.0,0.0,0,3,3,0.12,3,3,0.21428571428571427
2020-12-18,Väsby IK HK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,27,12,,,,,,,,,0.0,0.0,0.0,0,3,3,0.11538461538461539,0,0,0.0
2020-12-26,Mora IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,28,13,,,,,,,,,0.0,0.0,1.0,0,3,3,0.1111111111111111,0,0,0.0
2020-12-29,BIK Karlskoga  - Timrå IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,29,16,,,,,,,,,0.0,0.0,1.0,0,3,3,0.10714285714285714,3,3,0.2
2021-01-06,BIK Karlskoga  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,30,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.10344827586206896,3,3,0.1875
2021-01-09,AIK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,31,14,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1,0,0,0.0
2021-01-11,IF Björklöven  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,32,15,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0967741935483871,0,0,0.0
2021-01-13,MODO Hockey  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,16,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09375,0,0,0.0
2021-01-15,BIK Karlskoga  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,34,18,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09090909090909091,3,3,0.17647058823529413
2021-01-20,BIK Karlskoga  - Almtuna IS,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,35,19,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08823529411764706,3,3,0.16666666666666666
2021-01-23,BIK Karlskoga  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,36,20,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08571428571428572,3,3,0.15789473684210525
2021-01-29,Västerås IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,37,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08333333333333333,0,0,0.0
2021-01-30,Mora IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,38,18,,,,,,,,,0.0,0.0,1.0,0,3,3,0.08108108108108109,0,0,0.0
2021-02-03,BIK Karlskoga  - IF Björklöven,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,39,21,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07894736842105263,3,3,0.15
2021-02-07,BIK Karlskoga  - Västerviks IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,40,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07692307692307693,3,3,0.14285714285714285
2021-02-12,Västerviks IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,41,19,,,,,,,,,0.0,0.0,0.0,0,3,3,0.075,0,0,0.0
2021-02-14,HC Vita Hästen  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,42,20,,,,,,,,,1.0,0.0,0.0,0,3,3,0.07317073170731707,0,0,0.0
2021-02-20,BIK Karlskoga  - Södertälje SK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,43,23,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07142857142857142,3,3,0.13636363636363635
2021-02-22,Kristianstads IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,44,21,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06976744186046512,0,0,0.0
2021-02-24,Västerviks IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,45,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06818181818181818,0,0,0.0
2021-02-28,HC Vita Hästen  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,1.0,0.0,0.0,0,3,3,0.06666666666666667,0,0,0.0
2021-03-03,BIK Karlskoga  - Almtuna IS,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06521739130434782,3,3,0.13043478260869565
2021-03-05,Västerås IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,48,24,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06382978723404255,0,0,0.0
2021-03-07,Tingsryds AIF  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,49,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0625,0,0,0.0
2021-03-10,BIK Karlskoga  - Västerås IK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,50,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.061224489795918366,3,3,0.125
2021-03-12,AIK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,51,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06,0,0,0.0
2021-03-14,BIK Karlskoga  - MODO Hockey,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.058823529411764705,3,3,0.12
2020-09-24,Brynäs IF  - IK Oskarshamn,2 - 5,"1-2, 0-3, 1-0",50.0,11450,,shl,2020/21,Brynäs IF,IK Oskarshamn,2.0,5.0,1-2, 0-3, 1-0,,,1.0,2.0,0.0,3.0,1.0,0.0,,,,,lost,lost,lost,win,,,home,,,,,,0,0,1,0.0,0.0,0.0,1,1,0.0,0.0,2.0,0.0,,5.0,0.0,,0.0,0.0,0.0,0,0,0,,0,0,
2020-09-26,Färjestad BK  - Brynäs IF,3 - 5,"2-2, 1-1, 0-2",50.0,11450,,shl,2020/21,Brynäs IF,Färjestad BK,5.0,3.0,2-2, 1-1, 0-2,,,2.0,2.0,1.0,1.0,2.0,0.0,,,,,win,draw,draw,win,,,away,lost,,,,,1,0,0,0.0,0.0,1.0,2,1,2.0,5.0,7.0,2.0,2.0,8.0,5.0,5.0,0.0,0.0,0.0,3,3,0,0.0,3,0,
2020-10-01,Linköping HC  - Brynäs IF,5 - 4,"2-1, 0-3, 2-0, 1-0",0.0,11450,,shl,2020/21,Brynäs IF,Linköping HC,4.0,5.0,2-1, 0-3, 2-0, 1-0,,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,,,draw,lost,win,lost,lost,,away,win,lost,,,,0,1,0,0.5,0.0,0.5,3,2,3.5,4.0,11.0,7.0,3.5,13.0,8.0,4.0,0.0,0.0,0.0,1,4,3,1.5,4,3,3.0
2020-10-03,Brynäs IF  - Skellefteå AIK,3 - 2,"1-2, 1-0, 1-0",50.0,11450,,shl,2020/21,Brynäs IF,Skellefteå AIK,3.0,2.0,1-2, 1-0, 1-0,,,1.0,2.0,1.0,0.0,1.0,0.0,,,,,win,lost,win,win,,,home,draw,win,lost,,,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,2,3.6666666666666665,4.333333333333333,14.0,11.0,3.6666666666666665,15.0,13.0,4.333333333333333,0.0,0.0,0.0,3,7,4,1.3333333333333333,3,0,0.0
2020-10-08,Frölunda HC  - Brynäs IF,3 - 0,"0-0, 1-0, 2-0",0.0,11450,,shl,2020/21,Brynäs IF,Frölunda HC,0.0,3.0,0-0, 1-0, 2-0,,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,lost,draw,lost,lost,,,away,win,draw,win,lost,,0,0,1,0.5,0.25,0.25,5,3,3.5,3.75,14.0,14.0,3.5,18.0,15.0,3.75,0.0,0.0,0.0,0,7,7,1.75,4,4,2.0
2020-10-10,Luleå HF  - Brynäs IF,,,,11450,,shl,2020/21,Brynäs IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,away,lost,win,draw,win,lost,0,0,0,0.4,0.2,0.4,6,4,2.8,3.6,,14.0,2.8,,18.0,3.6,0.0,0.0,0.0,0,7,7,1.4,4,4,1.3333333333333333
2020-10-15,Brynäs IF  - Rögle BK,,,,11450,,shl,2020/21,Brynäs IF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,home,,lost,win,draw,win,0,0,0,0.4,0.2,0.2,7,3,3.0,3.25,,,,,,,0.0,0.0,0.0,0,7,7,1.1666666666666667,3,3,1.5
2020-10-17,Växjö Lakers HC  - Brynäs IF,,,,11450,,shl,2020/21,Brynäs IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,lost,win,draw,0,0,0,0.2,0.2,0.2,8,5,2.3333333333333335,3.3333333333333335,,,,,,,0.0,0.0,0.0,0,7,7,1.0,4,4,1.0
2020-10-22,HV 71  - Brynäs IF,,,,11450,,shl,2020/21,Brynäs IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,,away,,,,lost,win,0,0,0,0.2,0.0,0.2,9,6,1.5,2.5,,,,,,,0.0,0.0,0.0,0,7,7,0.875,4,4,0.8
2020-10-24,Djurgårdens IF  - Brynäs IF,,,,11450,,shl,2020/21,Brynäs IF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,lost,0,0,0,0.0,0.0,0.2,10,7,0.0,3.0,,,,,,,0.0,0.0,0.0,0,7,7,0.7777777777777778,4,4,0.6666666666666666
