date,game,score,periodscore,spectators,schedule_id,game_id,league,season,team,opponent,score_team,score_opponent,p1score,p2score,p3score,p4score,p5score,p1score_team,p1score_opponent,p2score_team,p2score_opponent,p3score_team,p3score_opponent,p4score_team,p4score_opponent,p5score_team,p5score_opponent,result,result_p1,result_p2,result_p3,result_p4,result_p5,h_a,result_L1,result_L2,result_L3,result_L4,result_L5,win,draw,lost,win_R5,draw_R5,lost_R5,matchday,matchday_h_a,scored_avg_R5,conceded_avg_R5,scored_cum,scored_cum_prev,scored_cum_prev_avg,conceded_cum,conceded_cum_prev,conceded_cum_prev_avg,H2H_W,H2H_D,H2H_L,points,points_cum,points_cum_prev,points_cum_prev_avg,points_cum_h_a,points_cum_h_a_prev,points_cum_h_a_prev_avg
2021-02-20,Luleå HF  - Djurgårdens IF,,,,11450,,shl,2020/21,Djurgårdens IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,44,22,,,,,,,,,0.0,1.0,0.0,0,5,5,0.11627906976744186,0,0,0.0
2021-02-23,Djurgårdens IF  - Örebro HK,,,,11450,,shl,2020/21,Djurgårdens IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,45,23,,,,,,,,,0.0,0.0,0.0,0,5,5,0.11363636363636363,5,5,0.22727272727272727
2021-02-25,IF Malmö Redhawks  - Djurgårdens IF,,,,11450,,shl,2020/21,Djurgårdens IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,1.0,0.0,0.0,0,5,5,0.1111111111111111,0,0,0.0
2021-02-27,Frölunda HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Djurgårdens IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,1.0,0,5,5,0.10869565217391304,0,0,0.0
2021-03-02,Djurgårdens IF  - Leksands IF,,,,11450,,shl,2020/21,Djurgårdens IF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,48,24,,,,,,,,,0.0,0.0,0.0,0,5,5,0.10638297872340426,5,5,0.21739130434782608
2021-03-04,IK Oskarshamn  - Djurgårdens IF,,,,11450,,shl,2020/21,Djurgårdens IF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,49,25,,,,,,,,,0.0,0.0,0.0,0,5,5,0.10416666666666667,0,0,0.0
2021-03-06,Färjestad BK  - Djurgårdens IF,,,,11450,,shl,2020/21,Djurgårdens IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,50,26,,,,,,,,,0.0,0.0,0.0,0,5,5,0.10204081632653061,0,0,0.0
2021-03-09,Djurgårdens IF  - Brynäs IF,,,,11450,,shl,2020/21,Djurgårdens IF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,51,25,,,,,,,,,0.0,0.0,0.0,0,5,5,0.1,5,5,0.20833333333333334
2021-03-11,Djurgårdens IF  - Linköping HC,,,,11450,,shl,2020/21,Djurgårdens IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,5,5,0.09803921568627451,5,5,0.2
2020-09-19,Frölunda HC  - HV 71,3 - 0,"2-0, 1-0, 0-0",50.0,11450,,shl,2020/21,Frölunda HC,HV 71,3.0,0.0,2-0, 1-0, 0-0,,,2.0,0.0,1.0,0.0,0.0,0.0,,,,,win,win,win,draw,,,home,,,,,,1,0,0,0.0,0.0,0.0,1,1,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3,3,0,,3,0,
2020-09-27,Djurgårdens IF  - Frölunda HC,0 - 2,"0-0, 0-1, 0-1",0.0,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,2.0,0.0,0-0, 0-1, 0-1,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,win,draw,win,win,,,away,win,,,,,1,0,0,1.0,0.0,0.0,2,1,3.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,3,3.0,3,0,
2020-10-01,Skellefteå AIK  - Frölunda HC,3 - 1,"2-1, 1-0, 0-0",50.0,11450,,shl,2020/21,Frölunda HC,Skellefteå AIK,1.0,3.0,2-1, 1-0, 0-0,,,1.0,2.0,0.0,1.0,0.0,0.0,,,,,lost,lost,lost,draw,,,away,win,win,,,,0,0,1,1.0,0.0,0.0,3,2,2.5,0.0,6.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0,6,6,3.0,3,3,3.0
2020-10-03,Frölunda HC  - Leksands IF,4 - 2,"1-1, 2-1, 1-0",0.0,11450,,shl,2020/21,Frölunda HC,Leksands IF,4.0,2.0,1-1, 2-1, 1-0,,,1.0,1.0,2.0,1.0,1.0,0.0,,,,,win,draw,win,win,,,home,lost,win,win,,,1,0,0,0.6666666666666666,0.0,0.3333333333333333,4,2,2.0,1.0,10.0,6.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,3,9,6,2.0,6,3,3.0
2020-10-08,Frölunda HC  - Brynäs IF,3 - 0,"0-0, 1-0, 2-0",0.0,11450,,shl,2020/21,Frölunda HC,Brynäs IF,3.0,0.0,0-0, 1-0, 2-0,,,0.0,0.0,1.0,0.0,2.0,0.0,,,,,win,draw,win,win,,,home,win,lost,win,win,,1,0,0,0.75,0.0,0.25,5,3,2.5,1.25,13.0,10.0,2.5,5.0,5.0,1.25,0.0,0.0,0.0,3,12,9,2.25,9,6,3.0
2020-10-12,Frölunda HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Frölunda HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,,home,win,win,lost,win,win,0,0,0,0.8,0.0,0.2,6,4,2.6,1.0,,13.0,2.6,,5.0,1.0,0.0,0.0,1.0,0,12,12,2.4,9,9,3.0
2020-10-15,Frölunda HC  - Växjö Lakers HC,,,,11450,,shl,2020/21,Frölunda HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,,home,,win,win,lost,win,0,0,0,0.6,0.0,0.2,7,5,2.5,1.25,,,,,,,0.0,0.0,0.0,0,12,12,2.0,9,9,2.25
2020-10-17,Färjestad BK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,win,win,lost,0,0,0,0.4,0.0,0.2,8,3,2.6666666666666665,1.6666666666666667,,,,,,,0.0,0.0,0.0,0,12,12,1.7142857142857142,3,3,1.5
2020-10-20,IF Malmö Redhawks  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,away,,,,win,win,0,0,0,0.4,0.0,0.0,9,4,3.5,1.0,,,,,,,0.0,0.0,0.0,0,12,12,1.5,3,3,1.0
2020-10-22,Rögle BK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,win,0,0,0,0.2,0.0,0.0,10,5,3.0,0.0,,,,,,,0.0,0.0,0.0,0,12,12,1.3333333333333333,3,3,0.75
2020-10-24,Frölunda HC  - Luleå HF,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,11,6,,,,,,,,,0.0,0.0,0.0,0,12,12,1.2,9,9,1.8
2020-10-27,IK Oskarshamn  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,12,6,,,,,,,,,0.0,0.0,0.0,0,12,12,1.0909090909090908,3,3,0.6
2020-10-29,Frölunda HC  - Örebro HK,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,13,7,,,,,,,,,0.0,0.0,0.0,0,12,12,1.0,9,9,1.5
2020-10-31,Leksands IF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,14,7,,,,,,,,,1.0,0.0,0.0,0,12,12,0.9230769230769231,3,3,0.5
2020-11-10,Luleå HF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,15,8,,,,,,,,,0.0,0.0,0.0,0,12,12,0.8571428571428571,3,3,0.42857142857142855
2020-11-12,Frölunda HC  - Färjestad BK,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,16,8,,,,,,,,,0.0,0.0,0.0,0,12,12,0.8,9,9,1.2857142857142858
2020-11-14,Linköping HC  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,17,9,,,,,,,,,0.0,0.0,0.0,0,12,12,0.75,3,3,0.375
2020-11-19,Frölunda HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,18,9,,,,,,,,,0.0,0.0,0.0,0,12,12,0.7058823529411765,9,9,1.125
2020-11-21,Brynäs IF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,19,10,,,,,,,,,1.0,0.0,0.0,0,12,12,0.6666666666666666,3,3,0.3333333333333333
2020-11-28,Frölunda HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,20,10,,,,,,,,,1.0,0.0,0.0,0,12,12,0.631578947368421,9,9,1.0
2020-12-01,Växjö Lakers HC  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,11,,,,,,,,,0.0,0.0,0.0,0,12,12,0.6,3,3,0.3
2020-12-03,Örebro HK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,22,12,,,,,,,,,0.0,0.0,0.0,0,12,12,0.5714285714285714,3,3,0.2727272727272727
2020-12-05,Frölunda HC  - Rögle BK,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,23,11,,,,,,,,,0.0,0.0,0.0,0,12,12,0.5454545454545454,9,9,0.9
2020-12-10,HV 71  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,13,,,,,,,,,1.0,0.0,0.0,0,12,12,0.5217391304347826,3,3,0.25
2020-12-12,Frölunda HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,25,12,,,,,,,,,0.0,0.0,0.0,0,12,12,0.5,9,9,0.8181818181818182
2020-12-26,Frölunda HC  - Linköping HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,26,13,,,,,,,,,0.0,0.0,0.0,0,12,12,0.48,9,9,0.75
2020-12-28,Rögle BK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,27,14,,,,,,,,,0.0,0.0,0.0,0,12,12,0.46153846153846156,3,3,0.23076923076923078
2020-12-30,Frölunda HC  - HV 71,,,,11450,,shl,2020/21,Frölunda HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,28,14,,,,,,,,,1.0,0.0,0.0,0,12,12,0.4444444444444444,9,9,0.6923076923076923
2021-01-02,IK Oskarshamn  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,29,15,,,,,,,,,0.0,0.0,0.0,0,12,12,0.42857142857142855,3,3,0.21428571428571427
2021-01-07,Frölunda HC  - Luleå HF,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,30,15,,,,,,,,,0.0,0.0,0.0,0,12,12,0.41379310344827586,9,9,0.6428571428571429
2021-01-09,Frölunda HC  - Färjestad BK,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,31,16,,,,,,,,,0.0,0.0,0.0,0,12,12,0.4,9,9,0.6
2021-01-14,Skellefteå AIK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,32,16,,,,,,,,,0.0,0.0,1.0,0,12,12,0.3870967741935484,3,3,0.2
2021-01-16,Färjestad BK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,17,,,,,,,,,0.0,0.0,0.0,0,12,12,0.375,3,3,0.1875
2021-01-19,Frölunda HC  - Linköping HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,34,17,,,,,,,,,0.0,0.0,0.0,0,12,12,0.36363636363636365,9,9,0.5625
2021-01-21,Frölunda HC  - Leksands IF,,,,11450,,shl,2020/21,Frölunda HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,35,18,,,,,,,,,1.0,0.0,0.0,0,12,12,0.35294117647058826,9,9,0.5294117647058824
2021-01-23,Frölunda HC  - Örebro HK,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,36,19,,,,,,,,,0.0,0.0,0.0,0,12,12,0.34285714285714286,9,9,0.5
2021-01-28,IF Malmö Redhawks  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,37,18,,,,,,,,,0.0,0.0,0.0,0,12,12,0.3333333333333333,3,3,0.17647058823529413
2021-01-30,Frölunda HC  - Brynäs IF,,,,11450,,shl,2020/21,Frölunda HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,38,20,,,,,,,,,1.0,0.0,0.0,0,12,12,0.32432432432432434,9,9,0.47368421052631576
2021-02-02,Djurgårdens IF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,39,19,,,,,,,,,1.0,0.0,0.0,0,12,12,0.3157894736842105,3,3,0.16666666666666666
2021-02-04,Örebro HK  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,40,20,,,,,,,,,0.0,0.0,0.0,0,12,12,0.3076923076923077,3,3,0.15789473684210525
2021-02-06,Leksands IF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,41,21,,,,,,,,,1.0,0.0,0.0,0,12,12,0.3,3,3,0.15
2021-02-16,Frölunda HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,42,21,,,,,,,,,0.0,0.0,0.0,0,12,12,0.2926829268292683,9,9,0.45
2021-02-18,Linköping HC  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,43,22,,,,,,,,,0.0,0.0,0.0,0,12,12,0.2857142857142857,3,3,0.14285714285714285
2021-02-20,Frölunda HC  - Rögle BK,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,44,22,,,,,,,,,0.0,0.0,0.0,0,12,12,0.27906976744186046,9,9,0.42857142857142855
2021-02-23,Frölunda HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,45,23,,,,,,,,,0.0,0.0,0.0,0,12,12,0.2727272727272727,9,9,0.4090909090909091
2021-02-25,Luleå HF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,0.0,0.0,0.0,0,12,12,0.26666666666666666,3,3,0.13636363636363635
2021-02-27,Frölunda HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,1.0,0.0,0.0,0,12,12,0.2608695652173913,9,9,0.391304347826087
2021-03-02,HV 71  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,48,24,,,,,,,,,1.0,0.0,0.0,0,12,12,0.2553191489361702,3,3,0.13043478260869565
2021-03-04,Frölunda HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Frölunda HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,49,25,,,,,,,,,0.0,0.0,1.0,0,12,12,0.25,9,9,0.375
2021-03-06,Brynäs IF  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,50,25,,,,,,,,,1.0,0.0,0.0,0,12,12,0.24489795918367346,3,3,0.125
2021-03-09,Växjö Lakers HC  - Frölunda HC,,,,11450,,shl,2020/21,Frölunda HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,51,26,,,,,,,,,0.0,0.0,0.0,0,12,12,0.24,3,3,0.12
2021-03-11,Frölunda HC  - Växjö Lakers HC,,,,11450,,shl,2020/21,Frölunda HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,12,12,0.23529411764705882,9,9,0.36
2020-09-19,Luleå HF  - Färjestad BK,4 - 2,"2-0, 1-0, 1-2",50.0,11450,,shl,2020/21,Färjestad BK,Luleå HF,2.0,4.0,2-0, 1-0, 1-2,,,0.0,2.0,0.0,1.0,2.0,1.0,,,,,lost,lost,lost,win,,,away,,,,,,0,0,1,0.0,0.0,0.0,1,1,0.0,0.0,2.0,0.0,,4.0,0.0,,0.0,0.0,0.0,0,0,0,,0,0,
2020-09-24,Växjö Lakers HC  - Färjestad BK,2 - 3,"0-1, 1-1, 1-0, 0-0, 0-1",50.0,11450,,shl,2020/21,Färjestad BK,Växjö Lakers HC,3.0,2.0,0-1, 1-1, 1-0, 0-0, 0-1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,win,draw,lost,draw,win,away,lost,,,,,0,1,0,0.0,0.0,1.0,2,2,2.0,4.0,5.0,2.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,2,2,0,0.0,2,0,0.0
2020-09-26,Färjestad BK  - Brynäs IF,3 - 5,"2-2, 1-1, 0-2",50.0,11450,,shl,2020/21,Färjestad BK,Brynäs IF,3.0,5.0,2-2, 1-1, 0-2,,,2.0,2.0,1.0,1.0,0.0,2.0,,,,,lost,draw,draw,lost,,,home,draw,lost,,,,0,0,1,0.0,0.5,0.5,3,1,2.5,3.0,8.0,5.0,2.5,11.0,6.0,3.0,0.0,0.0,0.0,0,2,2,1.0,0,0,
2020-10-01,IK Oskarshamn  - Färjestad BK,4 - 2,"3-1, 1-0, 0-1",50.0,11450,,shl,2020/21,Färjestad BK,IK Oskarshamn,2.0,4.0,3-1, 1-0, 0-1,,,1.0,3.0,0.0,1.0,1.0,0.0,,,,,lost,lost,lost,win,,,away,lost,draw,lost,,,0,0,1,0.0,0.3333333333333333,0.6666666666666666,4,3,2.6666666666666665,3.6666666666666665,10.0,8.0,2.6666666666666665,15.0,11.0,3.6666666666666665,0.0,0.0,0.0,0,2,2,0.6666666666666666,2,2,1.0
2020-10-03,Färjestad BK  - IF Malmö Redhawks,2 - 4,"0-0, 0-3, 2-1",50.0,11450,,shl,2020/21,Färjestad BK,IF Malmö Redhawks,2.0,4.0,0-0, 0-3, 2-1,,,0.0,0.0,0.0,3.0,2.0,1.0,,,,,lost,draw,lost,win,,,home,lost,lost,draw,lost,,0,0,1,0.0,0.25,0.75,5,2,2.5,3.75,12.0,10.0,2.5,19.0,15.0,3.75,0.0,0.0,0.0,0,2,2,0.5,0,0,0.0
2020-10-08,Färjestad BK  - Linköping HC,5 - 4,"3-2, 0-0, 2-2",50.0,11450,,shl,2020/21,Färjestad BK,Linköping HC,5.0,4.0,3-2, 0-0, 2-2,,,3.0,2.0,0.0,0.0,2.0,2.0,,,,,win,win,draw,draw,,,home,lost,lost,lost,draw,lost,1,0,0,0.0,0.2,0.8,6,3,2.4,3.8,17.0,12.0,2.4,23.0,19.0,3.8,0.0,0.0,0.0,3,5,2,0.4,3,0,0.0
2020-10-10,HV 71  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,,away,win,lost,lost,lost,draw,0,0,0,0.2,0.2,0.6,7,4,3.0,3.8,,17.0,2.8333333333333335,,23.0,3.8333333333333335,0.0,0.0,0.0,0,5,5,0.8333333333333334,2,2,0.6666666666666666
2020-10-15,Skellefteå AIK  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,win,lost,lost,lost,0,0,0,0.2,0.0,0.6,8,5,3.0,4.25,,,,,,,0.0,0.0,0.0,0,5,5,0.7142857142857143,2,2,0.5
2020-10-17,Färjestad BK  - Frölunda HC,,,,11450,,shl,2020/21,Färjestad BK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,,home,,,win,lost,lost,0,0,0,0.2,0.0,0.4,9,4,3.0,4.0,,,,,,,0.0,0.0,0.0,0,5,5,0.625,3,3,1.0
2020-10-22,Färjestad BK  - Örebro HK,,,,11450,,shl,2020/21,Färjestad BK,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,win,lost,0,0,0,0.2,0.0,0.2,10,5,3.5,4.0,,,,,,,0.0,0.0,0.0,0,5,5,0.5555555555555556,3,3,0.75
2020-10-24,Leksands IF  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,win,0,0,0,0.2,0.0,0.0,11,6,5.0,4.0,,,,,,,0.0,0.0,0.0,0,5,5,0.5,2,2,0.4
2020-10-27,Färjestad BK  - Rögle BK,,,,11450,,shl,2020/21,Färjestad BK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,12,6,,,,,,,,,0.0,0.0,0.0,0,5,5,0.45454545454545453,3,3,0.6
2020-10-29,Djurgårdens IF  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,13,7,,,,,,,,,0.0,0.0,0.0,0,5,5,0.4166666666666667,2,2,0.3333333333333333
2020-10-31,IF Malmö Redhawks  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,14,8,,,,,,,,,0.0,0.0,1.0,0,5,5,0.38461538461538464,2,2,0.2857142857142857
2020-11-10,Färjestad BK  - Leksands IF,,,,11450,,shl,2020/21,Färjestad BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,15,7,,,,,,,,,0.0,0.0,0.0,0,5,5,0.35714285714285715,3,3,0.5
2020-11-12,Frölunda HC  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,16,9,,,,,,,,,0.0,0.0,0.0,0,5,5,0.3333333333333333,2,2,0.25
2020-11-14,Färjestad BK  - Djurgårdens IF,,,,11450,,shl,2020/21,Färjestad BK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,17,8,,,,,,,,,0.0,0.0,0.0,0,5,5,0.3125,3,3,0.42857142857142855
2020-11-19,Rögle BK  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,18,10,,,,,,,,,0.0,0.0,0.0,0,5,5,0.29411764705882354,2,2,0.2222222222222222
2020-11-21,Färjestad BK  - HV 71,,,,11450,,shl,2020/21,Färjestad BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,19,9,,,,,,,,,0.0,0.0,0.0,0,5,5,0.2777777777777778,3,3,0.375
2020-11-22,Färjestad BK  - Luleå HF,,,,11450,,shl,2020/21,Färjestad BK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,20,10,,,,,,,,,0.0,0.0,1.0,0,5,5,0.2631578947368421,3,3,0.3333333333333333
2020-11-28,Brynäs IF  - Färjestad BK,,,,11450,,shl,2020/21,Färjestad BK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,11,,,,,,,,,0.0,0.0,1.0,0,5,5,0.25,2,2,0.2
