date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2010-03-04 ,Skellefteå AIK  - Djurgårdens IF,4 - 3,"2-1, 1-0, 1-2",4493,9024,388466,shl,2009/10,Skellefteå AIK,Djurgårdens IF,4,3,2-1, 1-0, 1-2,,,2,1,1,0,1,2,,,,,home,home,home,away,,
2010-03-04 ,MODO Hockey  - Linköpings HC,8 - 0,"2-0, 2-0, 4-0",6032,9024,388467,shl,2009/10,MODO Hockey,Linköping HC,8,0,2-0, 2-0, 4-0,,,2,0,2,0,4,0,,,,,home,home,home,home,,
2010-03-04 ,Brynäs IF  - Rögle BK,5 - 2,"1-1, 1-0, 3-1",4713,9024,388468,shl,2009/10,Brynäs IF,Rögle BK,5,2,1-1, 1-0, 3-1,,,1,1,1,0,3,1,,,,,home,draw,home,home,,
2010-03-04 ,Färjestads BK  - Timrå IK,1 - 3,"0-1, 0-2, 1-0",7791,9024,388469,shl,2009/10,Färjestad BK,Timrå IK,1,3,0-1, 0-2, 1-0,,,0,1,0,2,1,0,,,,,away,away,away,home,,
2010-03-04 ,HV 71  - Luleå HF,5 - 3,"2-1, 2-1, 1-1",6846,9024,388470,shl,2009/10,HV 71,Luleå HF,5,3,2-1, 2-1, 1-1,,,2,1,2,1,1,1,,,,,home,home,home,draw,,
2010-03-04 ,Frölunda HC  - Södertälje SK,4 - 1,"1-0, 1-1, 2-0",9182,9024,388471,shl,2009/10,Frölunda HC,Södertälje SK,4,1,1-0, 1-1, 2-0,,,1,0,1,1,2,0,,,,,home,home,draw,home,,
2010-03-06 ,Luleå HF  - Djurgårdens IF,0 - 1,"0-0, 0-1, 0-0",5154,9024,388472,shl,2009/10,Luleå HF,Djurgårdens IF,0,1,0-0, 0-1, 0-0,,,0,0,0,1,0,0,,,,,away,draw,away,draw,,
2010-03-06 ,Timrå IK  - Brynäs IF,2 - 2,"1-0, 0-1, 1-1, 0-0",5786,9024,388473,shl,2009/10,Timrå IK,Brynäs IF,2,2,1-0, 0-1, 1-1, 0-0,,1,0,0,1,1,1,0.0,0.0,,,draw,home,away,draw,draw,
2010-03-06 ,Rögle BK  - Frölunda HC,7 - 3,"3-1, 2-1, 2-1",3360,9024,388474,shl,2009/10,Rögle BK,Frölunda HC,7,3,3-1, 2-1, 2-1,,,3,1,2,1,2,1,,,,,home,home,home,home,,
2010-03-06 ,Södertälje SK  - Skellefteå AIK,2 - 7,"1-2, 0-2, 1-3",2999,9024,388475,shl,2009/10,Södertälje SK,Skellefteå AIK,2,7,1-2, 0-2, 1-3,,,1,2,0,2,1,3,,,,,away,away,away,away,,
2010-03-06 ,Linköpings HC  - Färjestads BK,1 - 2,"0-1, 1-0, 0-1",8102,9024,388476,shl,2009/10,Linköping HC,Färjestad BK,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2010-03-06 ,HV 71  - MODO Hockey,2 - 3,"1-0, 0-2, 1-0, 0-1",7000,9024,388477,shl,2009/10,HV 71,MODO Hockey,2,3,1-0, 0-2, 1-0, 0-1,,1,0,0,2,1,0,0.0,1.0,,,draw,home,away,home,away,
2010-03-08 ,MODO Hockey  - Skellefteå AIK,2 - 2,"0-0, 1-1, 1-1, 0-0",7405,9024,388478,shl,2009/10,MODO Hockey,Skellefteå AIK,2,2,0-0, 1-1, 1-1, 0-0,,0,0,1,1,1,1,0.0,0.0,,,draw,draw,draw,draw,draw,
2010-03-08 ,Brynäs IF  - HV 71,3 - 0,"1-0, 2-0, 0-0",5462,9024,388479,shl,2009/10,Brynäs IF,HV 71,3,0,1-0, 2-0, 0-0,,,1,0,2,0,0,0,,,,,home,home,home,draw,,
2010-03-08 ,Djurgårdens IF  - Linköpings HC,3 - 2,"0-0, 0-1, 2-1, 1-0",7027,9024,388480,shl,2009/10,Djurgårdens IF,Linköping HC,3,2,0-0, 0-1, 2-1, 1-0,,0,0,0,1,2,1,1.0,0.0,,,draw,draw,away,home,home,
2010-03-09 ,Luleå HF  - Södertälje SK,3 - 0,"1-0, 1-0, 1-0",5909,9024,388481,shl,2009/10,Luleå HF,Södertälje SK,3,0,1-0, 1-0, 1-0,,,1,0,1,0,1,0,,,,,home,home,home,home,,
2010-03-09 ,Färjestads BK  - Rögle BK,5 - 2,"3-1, 1-0, 1-1",6931,9024,388482,shl,2009/10,Färjestad BK,Rögle BK,5,2,3-1, 1-0, 1-1,,,3,1,1,0,1,1,,,,,home,home,home,draw,,
2010-03-09 ,Frölunda HC  - Timrå IK,1 - 2,"0-1, 0-0, 1-1",9823,9024,388483,shl,2009/10,Frölunda HC,Timrå IK,1,2,0-1, 0-0, 1-1,,,0,1,0,0,1,1,,,,,away,away,draw,draw,,
2010-03-11 ,Skellefteå AIK  - Frölunda HC,2 - 4,"0-1, 1-2, 1-1",5130,9024,388484,shl,2009/10,Skellefteå AIK,Frölunda HC,2,4,0-1, 1-2, 1-1,,,0,1,1,2,1,1,,,,,away,away,away,draw,,
2010-03-11 ,Timrå IK  - Djurgårdens IF,2 - 2,"1-1, 0-1, 1-0, 0-0",5896,9024,388485,shl,2009/10,Timrå IK,Djurgårdens IF,2,2,1-1, 0-1, 1-0, 0-0,,1,1,0,1,1,0,0.0,0.0,,,draw,draw,away,home,draw,
2010-03-11 ,Rögle BK  - Luleå HF,3 - 4,"2-2, 0-0, 1-1, 0-1",3223,9024,388486,shl,2009/10,Rögle BK,Luleå HF,3,4,2-2, 0-0, 1-1, 0-1,,2,2,0,0,1,1,0.0,1.0,,,draw,draw,draw,draw,away,
2010-03-11 ,Södertälje SK  - MODO Hockey,3 - 2,"1-1, 2-0, 0-1",4007,9024,388487,shl,2009/10,Södertälje SK,MODO Hockey,3,2,1-1, 2-0, 0-1,,,1,1,2,0,0,1,,,,,home,draw,home,away,,
2010-03-11 ,Linköpings HC  - Brynäs IF,2 - 4,"1-2, 1-1, 0-1",6897,9024,388488,shl,2009/10,Linköping HC,Brynäs IF,2,4,1-2, 1-1, 0-1,,,1,2,1,1,0,1,,,,,away,away,draw,away,,
2010-03-11 ,HV 71  - Färjestads BK,2 - 2,"0-1, 0-1, 2-0, 0-0",6944,9024,388489,shl,2009/10,HV 71,Färjestad BK,2,2,0-1, 0-1, 2-0, 0-0,,0,1,0,1,2,0,0.0,0.0,,,draw,away,away,home,draw,
2010-03-13 ,Luleå HF  - Timrå IK,0 - 1,"0-0, 0-0, 0-1",6270,9024,388490,shl,2009/10,Luleå HF,Timrå IK,0,1,0-0, 0-0, 0-1,,,0,0,0,0,0,1,,,,,away,draw,draw,away,,
2010-03-13 ,MODO Hockey  - Rögle BK,4 - 2,"2-0, 1-1, 1-1",6072,9024,388491,shl,2009/10,MODO Hockey,Rögle BK,4,2,2-0, 1-1, 1-1,,,2,0,1,1,1,1,,,,,home,home,draw,draw,,
2010-03-13 ,Brynäs IF  - Skellefteå AIK,5 - 4,"1-2, 2-1, 1-1, 1-0",5429,9024,388492,shl,2009/10,Brynäs IF,Skellefteå AIK,5,4,1-2, 2-1, 1-1, 1-0,,1,2,2,1,1,1,1.0,0.0,,,draw,away,home,draw,home,
2010-03-13 ,Färjestads BK  - Södertälje SK,1 - 3,"0-0, 0-2, 1-1",6952,9024,388493,shl,2009/10,Färjestad BK,Södertälje SK,1,3,0-0, 0-2, 1-1,,,0,0,0,2,1,1,,,,,away,draw,away,draw,,
2010-03-13 ,Linköpings HC  - HV 71,3 - 4,"0-2, 1-0, 2-1, 0-1",8500,9024,388494,shl,2009/10,Linköping HC,HV 71,3,4,0-2, 1-0, 2-1, 0-1,,0,2,1,0,2,1,0.0,1.0,,,draw,away,home,home,away,
2010-03-13 ,Frölunda HC  - Djurgårdens IF,2 - 5,"1-2, 1-2, 0-1",11394,9024,388495,shl,2009/10,Frölunda HC,Djurgårdens IF,2,5,1-2, 1-2, 0-1,,,1,2,1,2,0,1,,,,,away,away,away,away,,
2008-09-18 ,Skellefteå AIK  - Rögle BK,5 - 4,"0-1, 0-1, 4-2, 1-0",5483,9052,388749,shl,2008/09,Skellefteå AIK,Rögle BK,5,4,0-1, 0-1, 4-2, 1-0,,0,1,0,1,4,2,1.0,0.0,,,draw,away,away,home,home,
2008-09-18 ,Timrå IK  - HV 71,6 - 5,"4-2, 1-1, 1-2",5414,9052,388750,shl,2008/09,Timrå IK,HV 71,6,5,4-2, 1-1, 1-2,,,4,2,1,1,1,2,,,,,home,home,draw,away,,
2008-09-18 ,Brynäs IF  - Färjestads BK,3 - 2,"1-0, 0-2, 1-0, 1-0",6365,9052,388751,shl,2008/09,Brynäs IF,Färjestad BK,3,2,1-0, 0-2, 1-0, 1-0,,1,0,0,2,1,0,1.0,0.0,,,draw,home,away,home,home,
2008-09-18 ,Södertälje SK  - Frölunda HC,2 - 1,"0-0, 2-1, 0-0",4549,9052,388752,shl,2008/09,Södertälje SK,Frölunda HC,2,1,0-0, 2-1, 0-0,,,0,0,2,1,0,0,,,,,home,draw,home,draw,,
2008-09-18 ,Djurgårdens IF  - Luleå HF,2 - 1,"1-1, 0-0, 1-0",6748,9052,388753,shl,2008/09,Djurgårdens IF,Luleå HF,2,1,1-1, 0-0, 1-0,,,1,1,0,0,1,0,,,,,home,draw,draw,home,,
2008-09-18 ,Linköpings HC  - MODO Hockey,4 - 2,"2-0, 1-2, 1-0",7148,9052,388754,shl,2008/09,Linköping HC,MODO Hockey,4,2,2-0, 1-2, 1-0,,,2,0,1,2,1,0,,,,,home,home,away,home,,
2008-09-20 ,Luleå HF  - Skellefteå AIK,3 - 2,"1-1, 1-1, 1-0",5600,9052,388755,shl,2008/09,Luleå HF,Skellefteå AIK,3,2,1-1, 1-1, 1-0,,,1,1,1,1,1,0,,,,,home,draw,draw,home,,
2008-09-20 ,MODO Hockey  - Södertälje SK,2 - 2,"2-0, 0-1, 0-1, 0-0",6772,9052,388756,shl,2008/09,MODO Hockey,Södertälje SK,2,2,2-0, 0-1, 0-1, 0-0,,2,0,0,1,0,1,0.0,0.0,,,draw,home,away,away,draw,
2008-09-20 ,Frölunda HC  - Linköpings HC,1 - 2,"0-2, 0-0, 1-0",10314,9052,388757,shl,2008/09,Frölunda HC,Linköping HC,1,2,0-2, 0-0, 1-0,,,0,2,0,0,1,0,,,,,away,away,draw,home,,
2008-09-20 ,Rögle BK  - Färjestads BK,4 - 1,"2-0, 0-0, 2-1",5095,9052,388758,shl,2008/09,Rögle BK,Färjestad BK,4,1,2-0, 0-0, 2-1,,,2,0,0,0,2,1,,,,,home,home,draw,home,,
2008-09-21 ,HV 71  - Brynäs IF,1 - 3,"0-0, 0-2, 1-1",6893,9052,388759,shl,2008/09,HV 71,Brynäs IF,1,3,0-0, 0-2, 1-1,,,0,0,0,2,1,1,,,,,away,draw,away,draw,,
2008-10-07 ,Djurgårdens IF  - Timrå IK,2 - 1,"0-0, 2-0, 0-1",5828,9052,388760,shl,2008/09,Djurgårdens IF,Timrå IK,2,1,0-0, 2-0, 0-1,,,0,0,2,0,0,1,,,,,home,draw,home,away,,
2008-09-22 ,Timrå IK  - Frölunda HC,3 - 2,"1-2, 1-0, 0-0, 1-0",5337,9052,388761,shl,2008/09,Timrå IK,Frölunda HC,3,2,1-2, 1-0, 0-0, 1-0,,1,2,1,0,0,0,1.0,0.0,,,draw,away,home,draw,home,
2008-09-22 ,Skellefteå AIK  - Linköpings HC,4 - 5,"2-1, 1-2, 1-2",4568,9052,388762,shl,2008/09,Skellefteå AIK,Linköping HC,4,5,2-1, 1-2, 1-2,,,2,1,1,2,1,2,,,,,away,home,away,away,,
2008-09-22 ,Färjestads BK  - Luleå HF,2 - 0,"0-0, 1-0, 1-0",5447,9052,388763,shl,2008/09,Färjestad BK,Luleå HF,2,0,0-0, 1-0, 1-0,,,0,0,1,0,1,0,,,,,home,draw,home,home,,
2008-09-23 ,Rögle BK  - MODO Hockey,1 - 3,"0-2, 1-0, 0-1",4933,9052,388764,shl,2008/09,Rögle BK,MODO Hockey,1,3,0-2, 1-0, 0-1,,,0,2,1,0,0,1,,,,,away,away,home,away,,
2008-09-23 ,Brynäs IF  - Djurgårdens IF,1 - 4,"1-1, 0-2, 0-1",5211,9052,388765,shl,2008/09,Brynäs IF,Djurgårdens IF,1,4,1-1, 0-2, 0-1,,,1,1,0,2,0,1,,,,,away,draw,away,away,,
2008-09-23 ,Södertälje SK  - HV 71,3 - 3,"2-0, 0-3, 1-0, 0-0",3318,9052,388766,shl,2008/09,Södertälje SK,HV 71,3,3,2-0, 0-3, 1-0, 0-0,,2,0,0,3,1,0,0.0,0.0,,,draw,home,away,home,draw,
2008-09-25 ,Luleå HF  - Rögle BK,3 - 4,"0-1, 3-1, 0-1, 0-1",4012,9052,388767,shl,2008/09,Luleå HF,Rögle BK,3,4,0-1, 3-1, 0-1, 0-1,,0,1,3,1,0,1,0.0,1.0,,,draw,away,home,away,away,
2008-09-25 ,Brynäs IF  - Timrå IK,3 - 2,"0-2, 2-0, 1-0",4191,9052,388768,shl,2008/09,Brynäs IF,Timrå IK,3,2,0-2, 2-0, 1-0,,,0,2,2,0,1,0,,,,,home,away,home,home,,
2008-09-25 ,Djurgårdens IF  - Färjestads BK,2 - 5,"1-0, 1-2, 0-3",6093,9052,388769,shl,2008/09,Djurgårdens IF,Färjestad BK,2,5,1-0, 1-2, 0-3,,,1,0,1,2,0,3,,,,,away,home,away,away,,
2008-09-25 ,Linköpings HC  - Södertälje SK,3 - 3,"0-1, 3-1, 0-1, 0-0",6458,9052,388770,shl,2008/09,Linköping HC,Södertälje SK,3,3,0-1, 3-1, 0-1, 0-0,,0,1,3,1,0,1,0.0,0.0,,,draw,away,home,away,draw,
2008-09-25 ,HV 71  - Skellefteå AIK,0 - 3,"0-0, 0-2, 0-1",6914,9052,388771,shl,2008/09,HV 71,Skellefteå AIK,0,3,0-0, 0-2, 0-1,,,0,0,0,2,0,1,,,,,away,draw,away,away,,
2008-09-25 ,Frölunda HC  - MODO Hockey,3 - 2,"0-0, 0-1, 2-1, 1-0",10159,9052,388772,shl,2008/09,Frölunda HC,MODO Hockey,3,2,0-0, 0-1, 2-1, 1-0,,0,0,0,1,2,1,1.0,0.0,,,draw,draw,away,home,home,
2008-09-27 ,Luleå HF  - HV 71,2 - 3,"1-2, 0-1, 1-0",3857,9052,388773,shl,2008/09,Luleå HF,HV 71,2,3,1-2, 0-1, 1-0,,,1,2,0,1,1,0,,,,,away,away,away,home,,
2008-09-27 ,Skellefteå AIK  - Södertälje SK,3 - 1,"1-0, 2-0, 0-1",5184,9052,388774,shl,2008/09,Skellefteå AIK,Södertälje SK,3,1,1-0, 2-0, 0-1,,,1,0,2,0,0,1,,,,,home,home,home,away,,
2008-09-27 ,MODO Hockey  - Djurgårdens IF,6 - 3,"2-0, 2-2, 2-1",7021,9052,388775,shl,2008/09,MODO Hockey,Djurgårdens IF,6,3,2-0, 2-2, 2-1,,,2,0,2,2,2,1,,,,,home,home,draw,home,,
2008-09-27 ,Rögle BK  - Brynäs IF,3 - 4,"2-0, 1-0, 0-4",4806,9052,388776,shl,2008/09,Rögle BK,Brynäs IF,3,4,2-0, 1-0, 0-4,,,2,0,1,0,0,4,,,,,away,home,home,away,,
2008-09-27 ,Linköpings HC  - Timrå IK,4 - 5,"1-1, 2-2, 1-2",6940,9052,388777,shl,2008/09,Linköping HC,Timrå IK,4,5,1-1, 2-2, 1-2,,,1,1,2,2,1,2,,,,,away,draw,draw,away,,
2008-09-27 ,Färjestads BK  - Frölunda HC,2 - 1,"2-0, 0-0, 0-1",7483,9052,388778,shl,2008/09,Färjestad BK,Frölunda HC,2,1,2-0, 0-0, 0-1,,,2,0,0,0,0,1,,,,,home,home,draw,away,,
2008-09-29 ,HV 71  - Linköpings HC,1 - 3,"0-2, 1-1, 0-0",6965,9052,388779,shl,2008/09,HV 71,Linköping HC,1,3,0-2, 1-1, 0-0,,,0,2,1,1,0,0,,,,,away,away,draw,draw,,
2008-09-29 ,Frölunda HC  - Rögle BK,4 - 1,"1-0, 1-0, 2-1",10297,9052,388780,shl,2008/09,Frölunda HC,Rögle BK,4,1,1-0, 1-0, 2-1,,,1,0,1,0,2,1,,,,,home,home,home,home,,
2008-09-29 ,Brynäs IF  - MODO Hockey,5 - 4,"1-0, 3-1, 1-3",5574,9052,388781,shl,2008/09,Brynäs IF,MODO Hockey,5,4,1-0, 3-1, 1-3,,,1,0,3,1,1,3,,,,,home,home,home,away,,
2008-09-30 ,Timrå IK  - Luleå HF,3 - 1,"1-0, 1-1, 1-0",5241,9052,388782,shl,2008/09,Timrå IK,Luleå HF,3,1,1-0, 1-1, 1-0,,,1,0,1,1,1,0,,,,,home,home,draw,home,,
2008-09-30 ,Djurgårdens IF  - Skellefteå AIK,3 - 2,"1-0, 1-2, 0-0, 1-0",5113,9052,388783,shl,2008/09,Djurgårdens IF,Skellefteå AIK,3,2,1-0, 1-2, 0-0, 1-0,,1,0,1,2,0,0,1.0,0.0,,,draw,home,away,draw,home,
2008-09-30 ,Södertälje SK  - Färjestads BK,0 - 2,"0-0, 0-1, 0-1",3757,9052,388784,shl,2008/09,Södertälje SK,Färjestad BK,0,2,0-0, 0-1, 0-1,,,0,0,0,1,0,1,,,,,away,draw,away,away,,
2008-09-15 ,HV 71  - Frölunda HC,6 - 2,"2-1, 4-1, 0-0",7038,9052,388785,shl,2008/09,HV 71,Frölunda HC,6,2,2-1, 4-1, 0-0,,,2,1,4,1,0,0,,,,,home,home,home,draw,,
2008-10-02 ,Luleå HF  - Brynäs IF,2 - 4,"1-1, 1-3, 0-0",3864,9052,388786,shl,2008/09,Luleå HF,Brynäs IF,2,4,1-1, 1-3, 0-0,,,1,1,1,3,0,0,,,,,away,draw,away,draw,,
2008-10-02 ,Skellefteå AIK  - Färjestads BK,3 - 0,"0-0, 1-0, 2-0",5148,9052,388787,shl,2008/09,Skellefteå AIK,Färjestad BK,3,0,0-0, 1-0, 2-0,,,0,0,1,0,2,0,,,,,home,draw,home,home,,
2008-10-02 ,MODO Hockey  - Timrå IK,4 - 3,"2-2, 1-1, 1-0",7410,9052,388788,shl,2008/09,MODO Hockey,Timrå IK,4,3,2-2, 1-1, 1-0,,,2,2,1,1,1,0,,,,,home,draw,draw,home,,
2008-10-02 ,Rögle BK  - Södertälje SK,4 - 1,"0-1, 3-0, 1-0",4008,9052,388789,shl,2008/09,Rögle BK,Södertälje SK,4,1,0-1, 3-0, 1-0,,,0,1,3,0,1,0,,,,,home,away,home,home,,
2008-10-02 ,Linköpings HC  - Djurgårdens IF,3 - 2,"1-1, 1-1, 0-0, 1-0",6778,9052,388790,shl,2008/09,Linköping HC,Djurgårdens IF,3,2,1-1, 1-1, 0-0, 1-0,,1,1,1,1,0,0,1.0,0.0,,,draw,draw,draw,draw,home,
2008-10-04 ,Timrå IK  - Rögle BK,4 - 5,"1-1, 2-4, 1-0",5306,9052,388791,shl,2008/09,Timrå IK,Rögle BK,4,5,1-1, 2-4, 1-0,,,1,1,2,4,1,0,,,,,away,draw,away,home,,
2008-10-04 ,Södertälje SK  - Luleå HF,4 - 3,"1-2, 1-1, 1-0, 1-0",4077,9052,388792,shl,2008/09,Södertälje SK,Luleå HF,4,3,1-2, 1-1, 1-0, 1-0,,1,2,1,1,1,0,1.0,0.0,,,draw,away,draw,home,home,
2008-10-04 ,Färjestads BK  - MODO Hockey,1 - 3,"0-1, 1-1, 0-1",6131,9052,388793,shl,2008/09,Färjestad BK,MODO Hockey,1,3,0-1, 1-1, 0-1,,,0,1,1,1,0,1,,,,,away,away,draw,away,,
2008-10-04 ,Brynäs IF  - Linköpings HC,2 - 0,"0-0, 0-0, 2-0",7287,9052,388794,shl,2008/09,Brynäs IF,Linköping HC,2,0,0-0, 0-0, 2-0,,,0,0,0,0,2,0,,,,,home,draw,draw,home,,
2008-10-05 ,Frölunda HC  - Skellefteå AIK,2 - 1,"0-0, 1-1, 1-0",11488,9052,388795,shl,2008/09,Frölunda HC,Skellefteå AIK,2,1,0-0, 1-1, 1-0,,,0,0,1,1,1,0,,,,,home,draw,draw,home,,
2008-10-21 ,HV 71  - Djurgårdens IF,2 - 2,"0-1, 1-0, 1-1, 0-0",6987,9052,388796,shl,2008/09,HV 71,Djurgårdens IF,2,2,0-1, 1-0, 1-1, 0-0,,0,1,1,0,1,1,0.0,0.0,,,draw,away,home,draw,draw,
2008-10-09 ,Luleå HF  - Frölunda HC,8 - 2,"1-0, 1-2, 6-0",4180,9052,388797,shl,2008/09,Luleå HF,Frölunda HC,8,2,1-0, 1-2, 6-0,,,1,0,1,2,6,0,,,,,home,home,away,home,,
2008-10-09 ,Skellefteå AIK  - Brynäs IF,5 - 2,"0-1, 3-1, 2-0",5296,9052,388798,shl,2008/09,Skellefteå AIK,Brynäs IF,5,2,0-1, 3-1, 2-0,,,0,1,3,1,2,0,,,,,home,away,home,home,,
2008-10-09 ,MODO Hockey  - HV 71,1 - 5,"1-2, 0-1, 0-2",6024,9052,388799,shl,2008/09,MODO Hockey,HV 71,1,5,1-2, 0-1, 0-2,,,1,2,0,1,0,2,,,,,away,away,away,away,,
2008-10-09 ,Rögle BK  - Djurgårdens IF,3 - 3,"1-0, 1-2, 1-1, 0-0",4973,9052,388800,shl,2008/09,Rögle BK,Djurgårdens IF,3,3,1-0, 1-2, 1-1, 0-0,,1,0,1,2,1,1,0.0,0.0,,,draw,home,away,draw,draw,
2008-10-09 ,Södertälje SK  - Timrå IK,5 - 2,"2-0, 0-2, 3-0",3219,9052,388801,shl,2008/09,Södertälje SK,Timrå IK,5,2,2-0, 0-2, 3-0,,,2,0,0,2,3,0,,,,,home,home,away,home,,
2008-10-09 ,Färjestads BK  - Linköpings HC,0 - 3,"0-0, 0-0, 0-3",5125,9052,388802,shl,2008/09,Färjestad BK,Linköping HC,0,3,0-0, 0-0, 0-3,,,0,0,0,0,0,3,,,,,away,draw,draw,away,,
2008-10-06 ,Linköpings HC  - Luleå HF,4 - 1,"1-1, 2-0, 1-0",5611,9052,388803,shl,2008/09,Linköping HC,Luleå HF,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2008-10-11 ,Skellefteå AIK  - MODO Hockey,4 - 2,"1-1, 2-1, 1-0",5820,9052,388804,shl,2008/09,Skellefteå AIK,MODO Hockey,4,2,1-1, 2-1, 1-0,,,1,1,2,1,1,0,,,,,home,draw,home,home,,
2008-10-11 ,Brynäs IF  - Södertälje SK,1 - 0,"0-0, 1-0, 0-0",6578,9052,388805,shl,2008/09,Brynäs IF,Södertälje SK,1,0,0-0, 1-0, 0-0,,,0,0,1,0,0,0,,,,,home,draw,home,draw,,
2008-10-11 ,Djurgårdens IF  - Frölunda HC,1 - 5,"1-2, 0-1, 0-2",6055,9052,388806,shl,2008/09,Djurgårdens IF,Frölunda HC,1,5,1-2, 0-1, 0-2,,,1,2,0,1,0,2,,,,,away,away,away,away,,
2008-10-11 ,HV 71  - Rögle BK,3 - 2,"1-2, 1-0, 0-0, 1-0",7038,9052,388807,shl,2008/09,HV 71,Rögle BK,3,2,1-2, 1-0, 0-0, 1-0,,1,2,1,0,0,0,1.0,0.0,,,draw,away,home,draw,home,
2008-10-11 ,Timrå IK  - Färjestads BK,4 - 6,"1-3, 1-2, 2-1",4961,9052,388808,shl,2008/09,Timrå IK,Färjestad BK,4,6,1-3, 1-2, 2-1,,,1,3,1,2,2,1,,,,,away,away,away,home,,
2008-10-13 ,Timrå IK  - Skellefteå AIK,3 - 2,"1-0, 0-1, 1-1, 1-0",4889,9052,388809,shl,2008/09,Timrå IK,Skellefteå AIK,3,2,1-0, 0-1, 1-1, 1-0,,1,0,0,1,1,1,1.0,0.0,,,draw,home,away,draw,home,
2008-10-13 ,Södertälje SK  - Djurgårdens IF,2 - 4,"1-0, 0-3, 1-1",4611,9052,388810,shl,2008/09,Södertälje SK,Djurgårdens IF,2,4,1-0, 0-3, 1-1,,,1,0,0,3,1,1,,,,,away,home,away,draw,,
2008-10-13 ,Frölunda HC  - Brynäs IF,1 - 1,"0-1, 1-0, 0-0, 0-0",11188,9052,388811,shl,2008/09,Frölunda HC,Brynäs IF,1,1,0-1, 1-0, 0-0, 0-0,,0,1,1,0,0,0,0.0,0.0,,,draw,away,home,draw,draw,
2008-10-14 ,MODO Hockey  - Luleå HF,3 - 2,"1-0, 1-1, 0-1, 1-0",5809,9052,388812,shl,2008/09,MODO Hockey,Luleå HF,3,2,1-0, 1-1, 0-1, 1-0,,1,0,1,1,0,1,1.0,0.0,,,draw,home,draw,away,home,
2008-10-14 ,Rögle BK  - Linköpings HC,3 - 2,"1-1, 1-1, 1-0",4764,9052,388813,shl,2008/09,Rögle BK,Linköping HC,3,2,1-1, 1-1, 1-0,,,1,1,1,1,1,0,,,,,home,draw,draw,home,,
2008-10-14 ,Färjestads BK  - HV 71,4 - 2,"1-0, 1-1, 2-1",6023,9052,388814,shl,2008/09,Färjestad BK,HV 71,4,2,1-0, 1-1, 2-1,,,1,0,1,1,2,1,,,,,home,home,draw,home,,
2008-10-16 ,Luleå HF  - Södertälje SK,6 - 2,"2-0, 2-2, 2-0",5340,9052,388815,shl,2008/09,Luleå HF,Södertälje SK,6,2,2-0, 2-2, 2-0,,,2,0,2,2,2,0,,,,,home,home,draw,home,,
2008-10-16 ,MODO Hockey  - Frölunda HC,3 - 2,"1-1, 0-1, 2-0",5492,9052,388816,shl,2008/09,MODO Hockey,Frölunda HC,3,2,1-1, 0-1, 2-0,,,1,1,0,1,2,0,,,,,home,draw,away,home,,
2008-10-16 ,Brynäs IF  - Skellefteå AIK,5 - 1,"1-0, 1-1, 3-0",5197,9052,388817,shl,2008/09,Brynäs IF,Skellefteå AIK,5,1,1-0, 1-1, 3-0,,,1,0,1,1,3,0,,,,,home,home,draw,home,,
2008-10-16 ,Djurgårdens IF  - Rögle BK,2 - 1,"1-0, 0-0, 0-1, 1-0",4679,9052,388818,shl,2008/09,Djurgårdens IF,Rögle BK,2,1,1-0, 0-0, 0-1, 1-0,,1,0,0,0,0,1,1.0,0.0,,,draw,home,draw,away,home,
2008-10-16 ,Linköpings HC  - Färjestads BK,4 - 0,"0-0, 2-0, 2-0",8040,9052,388819,shl,2008/09,Linköping HC,Färjestad BK,4,0,0-0, 2-0, 2-0,,,0,0,2,0,2,0,,,,,home,draw,home,home,,
2008-10-16 ,HV 71  - Timrå IK,2 - 1,"0-0, 0-1, 1-0, 1-0",6849,9052,388820,shl,2008/09,HV 71,Timrå IK,2,1,0-0, 0-1, 1-0, 1-0,,0,0,0,1,1,0,1.0,0.0,,,draw,draw,away,home,home,
2008-10-18 ,Rögle BK  - Timrå IK,5 - 1,"1-0, 2-0, 2-1",4837,9052,388821,shl,2008/09,Rögle BK,Timrå IK,5,1,1-0, 2-0, 2-1,,,1,0,2,0,2,1,,,,,home,home,home,home,,
2008-10-18 ,Djurgårdens IF  - Linköpings HC,3 - 1,"1-0, 1-0, 1-1",5657,9052,388822,shl,2008/09,Djurgårdens IF,Linköping HC,3,1,1-0, 1-0, 1-1,,,1,0,1,0,1,1,,,,,home,home,home,draw,,
2008-10-18 ,Södertälje SK  - MODO Hockey,2 - 3,"1-0, 1-1, 0-1, 0-1",3801,9052,388823,shl,2008/09,Södertälje SK,MODO Hockey,2,3,1-0, 1-1, 0-1, 0-1,,1,0,1,1,0,1,0.0,1.0,,,draw,home,draw,away,away,
