date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2018-10-11,Rögle BK  - Örebro HK,2 - 0,"1-0, 0-0, 1-0",3439,9171,393382,shl,2018/19,Rögle BK,Örebro HK,2,0,1-0, 0-0, 1-0,,,1,0,0,0,1,0,,,,,home,home,draw,home,,
2018-10-11,Linköping HC  - Timrå IK,4 - 2,"1-2, 2-0, 1-0",4691,9171,393383,shl,2018/19,Linköping HC,Timrå IK,4,2,1-2, 2-0, 1-0,,,1,2,2,0,1,0,,,,,home,away,home,home,,
2018-10-13,Luleå HF  - Rögle BK,3 - 1,"1-0, 1-0, 1-1",5506,9171,393386,shl,2018/19,Luleå HF,Rögle BK,3,1,1-0, 1-0, 1-1,,,1,0,1,0,1,1,,,,,home,home,home,draw,,
2018-10-13,Djurgårdens IF  - Timrå IK,7 - 4,"2-2, 2-2, 3-0",6939,9171,393387,shl,2018/19,Djurgårdens IF,Timrå IK,7,4,2-2, 2-2, 3-0,,,2,2,2,2,3,0,,,,,home,draw,draw,home,,
2018-10-13,Färjestad BK  - Frölunda HC,3 - 4,"1-2, 2-2, 0-0",8250,9171,393388,shl,2018/19,Färjestad BK,Frölunda HC,3,4,1-2, 2-2, 0-0,,,1,2,2,2,0,0,,,,,away,away,draw,draw,,
2018-10-13,IF Malmö Redhawks  - Växjö Lakers HC,2 - 1,"0-0, 0-1, 2-0",6720,9171,393389,shl,2018/19,IF Malmö Redhawks,Växjö Lakers HC,2,1,0-0, 0-1, 2-0,,,0,0,0,1,2,0,,,,,home,draw,away,home,,
2018-10-13,Mora IK  - Skellefteå AIK,3 - 2,"1-0, 0-2, 1-0, 0-0, 1-0",4115,9171,393390,shl,2018/19,Mora IK,Skellefteå AIK,3,2,1-0, 0-2, 1-0, 0-0, 1-0,1,0,0,2,1,0,0.0,0.0,1.0,0.0,draw,home,away,home,draw,home
2018-10-13,HV 71  - Örebro HK,3 - 1,"2-0, 0-0, 1-1",6375,9171,393391,shl,2018/19,HV 71,Örebro HK,3,1,2-0, 0-0, 1-1,,,2,0,0,0,1,1,,,,,home,home,draw,draw,,
2018-10-18,Skellefteå AIK  - Djurgårdens IF,0 - 5,"0-2, 0-1, 0-2",4149,9171,393392,shl,2018/19,Skellefteå AIK,Djurgårdens IF,0,5,0-2, 0-1, 0-2,,,0,2,0,1,0,2,,,,,away,away,away,away,,
2018-10-18,Örebro HK  - Färjestad BK,3 - 6,"1-1, 2-3, 0-2",5500,9171,393393,shl,2018/19,Örebro HK,Färjestad BK,3,6,1-1, 2-3, 0-2,,,1,1,2,3,0,2,,,,,away,draw,away,away,,
2018-10-18,Växjö Lakers HC  - HV 71,0 - 4,"0-1, 0-2, 0-1",5548,9171,393394,shl,2018/19,Växjö Lakers HC,HV 71,0,4,0-1, 0-2, 0-1,,,0,1,0,2,0,1,,,,,away,away,away,away,,
2018-10-18,IF Malmö Redhawks  - Brynäs IF,4 - 3,"1-0, 1-0, 1-3, 1-0",5120,9171,393395,shl,2018/19,IF Malmö Redhawks,Brynäs IF,4,3,1-0, 1-0, 1-3, 1-0,,1,0,1,0,1,3,1.0,0.0,,,draw,home,home,away,home,
2018-10-18,Timrå IK  - Rögle BK,4 - 3,"2-1, 0-1, 1-1, 1-0",4078,9171,393396,shl,2018/19,Timrå IK,Rögle BK,4,3,2-1, 0-1, 1-1, 1-0,,2,1,0,1,1,1,1.0,0.0,,,draw,home,away,draw,home,
2018-10-18,Frölunda HC  - Luleå HF,1 - 5,"1-0, 0-3, 0-2",9328,9171,393471,shl,2018/19,Frölunda HC,Luleå HF,1,5,1-0, 0-3, 0-2,,,1,0,0,3,0,2,,,,,away,home,away,away,,
2018-10-20,Luleå HF  - IF Malmö Redhawks,3 - 1,"3-1, 0-0, 0-0",5355,9171,393398,shl,2018/19,Luleå HF,IF Malmö Redhawks,3,1,3-1, 0-0, 0-0,,,3,1,0,0,0,0,,,,,home,home,draw,draw,,
2018-10-20,Rögle BK  - Timrå IK,3 - 1,"2-0, 0-0, 1-1",3883,9171,393399,shl,2018/19,Rögle BK,Timrå IK,3,1,2-0, 0-0, 1-1,,,2,0,0,0,1,1,,,,,home,home,draw,draw,,
2018-10-20,Frölunda HC  - HV 71,4 - 1,"1-1, 2-0, 1-0",11079,9171,393400,shl,2018/19,Frölunda HC,HV 71,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2018-10-20,Färjestad BK  - Djurgårdens IF,4 - 3,"1-0, 0-1, 3-2",7344,9171,393401,shl,2018/19,Färjestad BK,Djurgårdens IF,4,3,1-0, 0-1, 3-2,,,1,0,0,1,3,2,,,,,home,home,away,home,,
2018-10-20,Mora IK  - Växjö Lakers HC,1 - 4,"0-2, 1-0, 0-2",4123,9171,393402,shl,2018/19,Mora IK,Växjö Lakers HC,1,4,0-2, 1-0, 0-2,,,0,2,1,0,0,2,,,,,away,away,home,away,,
2018-10-20,Brynäs IF  - Örebro HK,3 - 2,"0-0, 1-1, 2-1",4312,9171,393414,shl,2018/19,Brynäs IF,Örebro HK,3,2,0-0, 1-1, 2-1,,,0,0,1,1,2,1,,,,,home,draw,draw,home,,
2018-10-21,Linköping HC  - Skellefteå AIK,2 - 1,"0-0, 1-1, 0-0, 1-0",6044,9171,393415,shl,2018/19,Linköping HC,Skellefteå AIK,2,1,0-0, 1-1, 0-0, 1-0,,0,0,1,1,0,0,1.0,0.0,,,draw,draw,draw,draw,home,
2018-10-23,Linköping HC  - Frölunda HC,4 - 3,"2-2, 0-0, 1-1, 1-0",5280,9171,393397,shl,2018/19,Linköping HC,Frölunda HC,4,3,2-2, 0-0, 1-1, 1-0,,2,2,0,0,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2018-10-24,Djurgårdens IF  - Brynäs IF,1 - 2,"0-2, 0-0, 1-0",7178,9171,393416,shl,2018/19,Djurgårdens IF,Brynäs IF,1,2,0-2, 0-0, 1-0,,,0,2,0,0,1,0,,,,,away,away,draw,home,,
2018-10-25,Skellefteå AIK  - Frölunda HC,2 - 3,"2-0, 0-1, 0-1, 0-0, 0-1",3770,9171,393417,shl,2018/19,Skellefteå AIK,Frölunda HC,2,3,2-0, 0-1, 0-1, 0-0, 0-1,2,0,0,1,0,1,0.0,0.0,0.0,1.0,draw,home,away,away,draw,away
2018-10-25,Örebro HK  - Timrå IK,5 - 1,"1-1, 3-0, 1-0",4692,9171,393418,shl,2018/19,Örebro HK,Timrå IK,5,1,1-1, 3-0, 1-0,,,1,1,3,0,1,0,,,,,home,draw,home,home,,
2018-10-25,Växjö Lakers HC  - Luleå HF,3 - 2,"0-1, 1-0, 1-1, 1-0",4297,9171,393419,shl,2018/19,Växjö Lakers HC,Luleå HF,3,2,0-1, 1-0, 1-1, 1-0,,0,1,1,0,1,1,1.0,0.0,,,draw,away,home,draw,home,
2018-10-25,Färjestad BK  - Rögle BK,5 - 2,"2-1, 2-1, 1-0",6089,9171,393420,shl,2018/19,Färjestad BK,Rögle BK,5,2,2-1, 2-1, 1-0,,,2,1,2,1,1,0,,,,,home,home,home,home,,
2018-10-25,HV 71  - Mora IK,2 - 5,"2-3, 0-2, 0-0",6229,9171,393421,shl,2018/19,HV 71,Mora IK,2,5,2-3, 0-2, 0-0,,,2,3,0,2,0,0,,,,,away,away,away,draw,,
2018-10-25,IF Malmö Redhawks  - Linköping HC,3 - 2,"1-1, 0-0, 1-1, 0-0, 1-0",4776,9171,393422,shl,2018/19,IF Malmö Redhawks,Linköping HC,3,2,1-1, 0-0, 1-1, 0-0, 1-0,1,1,0,0,1,1,0.0,0.0,1.0,0.0,draw,draw,draw,draw,draw,home
2018-10-27,IF Malmö Redhawks  - Frölunda HC,5 - 3,"2-1, 0-2, 3-0",6681,9171,393423,shl,2018/19,IF Malmö Redhawks,Frölunda HC,5,3,2-1, 0-2, 3-0,,,2,1,0,2,3,0,,,,,home,home,away,home,,
2018-10-27,Örebro HK  - Skellefteå AIK,4 - 3,"0-2, 2-0, 2-1",5154,9171,393424,shl,2018/19,Örebro HK,Skellefteå AIK,4,3,0-2, 2-0, 2-1,,,0,2,2,0,2,1,,,,,home,away,home,home,,
2018-10-27,Djurgårdens IF  - Växjö Lakers HC,2 - 0,"0-0, 0-0, 2-0",7063,9171,393425,shl,2018/19,Djurgårdens IF,Växjö Lakers HC,2,0,0-0, 0-0, 2-0,,,0,0,0,0,2,0,,,,,home,draw,draw,home,,
2018-10-27,Rögle BK  - Linköping HC,3 - 2,"1-1, 1-0, 1-1",3597,9171,393426,shl,2018/19,Rögle BK,Linköping HC,3,2,1-1, 1-0, 1-1,,,1,1,1,0,1,1,,,,,home,draw,home,draw,,
2018-10-27,Timrå IK  - HV 71,2 - 1,"1-0, 0-0, 1-1",4211,9171,393427,shl,2018/19,Timrå IK,HV 71,2,1,1-0, 0-0, 1-1,,,1,0,0,0,1,1,,,,,home,home,draw,draw,,
2018-10-27,Luleå HF  - Mora IK,2 - 1,"1-0, 0-0, 1-1",4763,9171,393428,shl,2018/19,Luleå HF,Mora IK,2,1,1-0, 0-0, 1-1,,,1,0,0,0,1,1,,,,,home,home,draw,draw,,
2018-10-27,Brynäs IF  - Färjestad BK,0 - 6,"0-3, 0-2, 0-1",6648,9171,393429,shl,2018/19,Brynäs IF,Färjestad BK,0,6,0-3, 0-2, 0-1,,,0,3,0,2,0,1,,,,,away,away,away,away,,
2018-10-30,Skellefteå AIK  - IF Malmö Redhawks,2 - 4,"0-0, 1-2, 1-2",4216,9171,393430,shl,2018/19,Skellefteå AIK,IF Malmö Redhawks,2,4,0-0, 1-2, 1-2,,,0,0,1,2,1,2,,,,,away,draw,away,away,,
2018-10-30,Mora IK  - Rögle BK,1 - 3,"1-1, 0-1, 0-1",4172,9171,393431,shl,2018/19,Mora IK,Rögle BK,1,3,1-1, 0-1, 0-1,,,1,1,0,1,0,1,,,,,away,draw,away,away,,
2018-10-30,Växjö Lakers HC  - Färjestad BK,3 - 2,"1-0, 2-1, 0-1",4791,9171,393432,shl,2018/19,Växjö Lakers HC,Färjestad BK,3,2,1-0, 2-1, 0-1,,,1,0,2,1,0,1,,,,,home,home,home,away,,
2018-10-30,Linköping HC  - Djurgårdens IF,3 - 4,"0-0, 2-1, 1-2, 0-0, 0-1",8300,9171,393433,shl,2018/19,Linköping HC,Djurgårdens IF,3,4,0-0, 2-1, 1-2, 0-0, 0-1,0,0,2,1,1,2,0.0,0.0,0.0,1.0,draw,draw,home,away,draw,away
2018-10-30,HV 71  - Brynäs IF,4 - 1,"1-1, 3-0, 0-0",6385,9171,393434,shl,2018/19,HV 71,Brynäs IF,4,1,1-1, 3-0, 0-0,,,1,1,3,0,0,0,,,,,home,draw,home,draw,,
2018-10-30,Timrå IK  - Luleå HF,3 - 5,"0-3, 2-2, 1-0",4424,9171,393435,shl,2018/19,Timrå IK,Luleå HF,3,5,0-3, 2-2, 1-0,,,0,3,2,2,1,0,,,,,away,away,draw,home,,
2018-10-30,Frölunda HC  - Örebro HK,2 - 1,"1-0, 0-1, 1-0",7253,9171,393436,shl,2018/19,Frölunda HC,Örebro HK,2,1,1-0, 0-1, 1-0,,,1,0,0,1,1,0,,,,,home,home,away,home,,
2018-11-01,Luleå HF  - Timrå IK,3 - 2,"0-2, 3-0, 0-0",5765,9171,393439,shl,2018/19,Luleå HF,Timrå IK,3,2,0-2, 3-0, 0-0,,,0,2,3,0,0,0,,,,,home,away,home,draw,,
2018-11-01,Örebro HK  - HV 71,5 - 1,"1-0, 3-1, 1-0",4965,9171,393440,shl,2018/19,Örebro HK,HV 71,5,1,1-0, 3-1, 1-0,,,1,0,3,1,1,0,,,,,home,home,home,home,,
2018-11-01,Brynäs IF  - Mora IK,5 - 3,"1-1, 1-1, 3-1",5039,9171,393441,shl,2018/19,Brynäs IF,Mora IK,5,3,1-1, 1-1, 3-1,,,1,1,1,1,3,1,,,,,home,draw,draw,home,,
2018-11-01,Djurgårdens IF  - Linköping HC,2 - 1,"1-0, 0-0, 1-1",6807,9171,393442,shl,2018/19,Djurgårdens IF,Linköping HC,2,1,1-0, 0-0, 1-1,,,1,0,0,0,1,1,,,,,home,home,draw,draw,,
2018-11-01,Rögle BK  - Växjö Lakers HC,6 - 3,"1-0, 3-2, 2-1",4346,9171,393444,shl,2018/19,Rögle BK,Växjö Lakers HC,6,3,1-0, 3-2, 2-1,,,1,0,3,2,2,1,,,,,home,home,home,home,,
2018-11-01,Färjestad BK  - Skellefteå AIK,2 - 3,"2-0, 0-1, 0-1, 0-1",6667,9171,393445,shl,2018/19,Färjestad BK,Skellefteå AIK,2,3,2-0, 0-1, 0-1, 0-1,,2,0,0,1,0,1,0.0,1.0,,,draw,home,away,away,away,
2018-11-01,Frölunda HC  - IF Malmö Redhawks,3 - 0,"2-0, 0-0, 1-0",8485,9171,393446,shl,2018/19,Frölunda HC,IF Malmö Redhawks,3,0,2-0, 0-0, 1-0,,,2,0,0,0,1,0,,,,,home,home,draw,home,,
2018-11-03,Djurgårdens IF  - Rögle BK,1 - 2,"1-0, 0-1, 0-1",7006,9171,393447,shl,2018/19,Djurgårdens IF,Rögle BK,1,2,1-0, 0-1, 0-1,,,1,0,0,1,0,1,,,,,away,home,away,away,,
2018-11-03,Växjö Lakers HC  - Mora IK,6 - 1,"3-1, 2-0, 1-0",4120,9171,393448,shl,2018/19,Växjö Lakers HC,Mora IK,6,1,3-1, 2-0, 1-0,,,3,1,2,0,1,0,,,,,home,home,home,home,,
2018-11-03,Färjestad BK  - IF Malmö Redhawks,4 - 1,"0-0, 2-1, 2-0",6842,9171,393449,shl,2018/19,Färjestad BK,IF Malmö Redhawks,4,1,0-0, 2-1, 2-0,,,0,0,2,1,2,0,,,,,home,draw,home,home,,
2018-11-03,HV 71  - Timrå IK,5 - 0,"0-0, 4-0, 1-0",6231,9171,393450,shl,2018/19,HV 71,Timrå IK,5,0,0-0, 4-0, 1-0,,,0,0,4,0,1,0,,,,,home,draw,home,home,,
2018-11-03,Frölunda HC  - Linköping HC,4 - 1,"0-0, 1-0, 3-1",12044,9171,393451,shl,2018/19,Frölunda HC,Linköping HC,4,1,0-0, 1-0, 3-1,,,0,0,1,0,3,1,,,,,home,draw,home,home,,
2018-11-03,Skellefteå AIK  - Luleå HF,0 - 1,"0-1, 0-0, 0-0",5801,9171,393452,shl,2018/19,Skellefteå AIK,Luleå HF,0,1,0-1, 0-0, 0-0,,,0,1,0,0,0,0,,,,,away,away,draw,draw,,
2018-11-03,Örebro HK  - Brynäs IF,0 - 1,"0-0, 0-0, 0-1",5500,9171,393453,shl,2018/19,Örebro HK,Brynäs IF,0,1,0-0, 0-0, 0-1,,,0,0,0,0,0,1,,,,,away,draw,draw,away,,
2018-11-13,Luleå HF  - HV 71,3 - 2,"1-0, 1-1, 0-1, 0-0, 1-0",4710,9171,393454,shl,2018/19,Luleå HF,HV 71,3,2,1-0, 1-1, 0-1, 0-0, 1-0,1,0,1,1,0,1,0.0,0.0,1.0,0.0,draw,home,draw,away,draw,home
2018-11-13,Mora IK  - Örebro HK,2 - 1,"0-1, 0-0, 1-0, 1-0",4012,9171,393455,shl,2018/19,Mora IK,Örebro HK,2,1,0-1, 0-0, 1-0, 1-0,,0,1,0,0,1,0,1.0,0.0,,,draw,away,draw,home,home,
2018-11-13,Linköping HC  - Växjö Lakers HC,1 - 3,"0-1, 1-1, 0-1",5482,9171,393458,shl,2018/19,Linköping HC,Växjö Lakers HC,1,3,0-1, 1-1, 0-1,,,0,1,1,1,0,1,,,,,away,away,draw,away,,
2018-11-13,Timrå IK  - Djurgårdens IF,3 - 6,"1-4, 1-0, 1-2",3884,9171,393459,shl,2018/19,Timrå IK,Djurgårdens IF,3,6,1-4, 1-0, 1-2,,,1,4,1,0,1,2,,,,,away,away,home,away,,
2018-11-13,IF Malmö Redhawks  - Brynäs IF,4 - 3,"0-1, 2-0, 1-2, 1-0",9199,9171,393460,shl,2018/19,IF Malmö Redhawks,Brynäs IF,4,3,0-1, 2-0, 1-2, 1-0,,0,1,2,0,1,2,1.0,0.0,,,draw,away,home,away,home,
2018-11-13,Frölunda HC  - Skellefteå AIK,2 - 3,"0-1, 1-1, 1-1",9126,9171,393461,shl,2018/19,Frölunda HC,Skellefteå AIK,2,3,0-1, 1-1, 1-1,,,0,1,1,1,1,1,,,,,away,away,draw,draw,,
2018-11-13,Rögle BK  - Färjestad BKMatchstart ca 20.30,2 - 3,"1-1, 1-0, 0-1, 0-0, 0-1",4411,9171,393457,shl,2018/19,Rögle BK,Färjestad BK,2,3,1-1, 1-0, 0-1, 0-0, 0-1,1,1,1,0,0,1,0.0,0.0,0.0,1.0,draw,draw,home,away,draw,away
2018-11-15,Skellefteå AIK  - IF Malmö Redhawks,9 - 0,"1-0, 2-0, 6-0",4170,9171,393464,shl,2018/19,Skellefteå AIK,IF Malmö Redhawks,9,0,1-0, 2-0, 6-0,,,1,0,2,0,6,0,,,,,home,home,home,home,,
2018-11-15,Örebro HK  - Rögle BK,1 - 4,"0-1, 1-1, 0-2",4779,9171,393465,shl,2018/19,Örebro HK,Rögle BK,1,4,0-1, 1-1, 0-2,,,0,1,1,1,0,2,,,,,away,away,draw,away,,
2018-11-15,Brynäs IF  - Färjestad BK,2 - 3,"1-0, 1-2, 0-0, 0-1",4519,9171,393466,shl,2018/19,Brynäs IF,Färjestad BK,2,3,1-0, 1-2, 0-0, 0-1,,1,0,1,2,0,0,0.0,1.0,,,draw,home,away,draw,away,
2018-11-15,Djurgårdens IF  - Frölunda HC,3 - 4,"1-0, 1-2, 1-1, 0-0, 0-1",7872,9171,393467,shl,2018/19,Djurgårdens IF,Frölunda HC,3,4,1-0, 1-2, 1-1, 0-0, 0-1,1,0,1,2,1,1,0.0,0.0,0.0,1.0,draw,home,away,draw,draw,away
2018-11-15,Växjö Lakers HC  - Luleå HF,2 - 1,"1-0, 1-0, 0-1",4204,9171,393468,shl,2018/19,Växjö Lakers HC,Luleå HF,2,1,1-0, 1-0, 0-1,,,1,0,1,0,0,1,,,,,home,home,home,away,,
2018-11-15,HV 71  - Linköping HC,1 - 3,"1-0, 0-2, 0-1",6430,9171,393469,shl,2018/19,HV 71,Linköping HC,1,3,1-0, 0-2, 0-1,,,1,0,0,2,0,1,,,,,away,home,away,away,,
2018-11-15,Timrå IK  - Mora IK,4 - 3,"2-1, 1-1, 1-1",3518,9171,393470,shl,2018/19,Timrå IK,Mora IK,4,3,2-1, 1-1, 1-1,,,2,1,1,1,1,1,,,,,home,home,draw,draw,,
2018-11-17,Rögle BK  - Mora IK,4 - 1,"1-0, 0-1, 3-0",4468,9171,393472,shl,2018/19,Rögle BK,Mora IK,4,1,1-0, 0-1, 3-0,,,1,0,0,1,3,0,,,,,home,home,away,home,,
2018-11-17,Färjestad BK  - Växjö Lakers HC,4 - 3,"1-1, 0-2, 2-0, 1-0",7102,9171,393473,shl,2018/19,Färjestad BK,Växjö Lakers HC,4,3,1-1, 0-2, 2-0, 1-0,,1,1,0,2,2,0,1.0,0.0,,,draw,draw,away,home,home,
2018-11-17,Linköping HC  - Örebro HK,3 - 4,"1-1, 2-1, 0-1, 0-1",6282,9171,393474,shl,2018/19,Linköping HC,Örebro HK,3,4,1-1, 2-1, 0-1, 0-1,,1,1,2,1,0,1,0.0,1.0,,,draw,draw,home,away,away,
2018-11-17,Skellefteå AIK  - HV 71,4 - 3,"0-1, 2-1, 1-1, 0-0, 1-0",4641,9171,393475,shl,2018/19,Skellefteå AIK,HV 71,4,3,0-1, 2-1, 1-1, 0-0, 1-0,0,1,2,1,1,1,0.0,0.0,1.0,0.0,draw,away,home,draw,draw,home
2018-11-17,Brynäs IF  - Djurgårdens IF,2 - 0,"0-0, 0-0, 2-0",7724,9171,393476,shl,2018/19,Brynäs IF,Djurgårdens IF,2,0,0-0, 0-0, 2-0,,,0,0,0,0,2,0,,,,,home,draw,draw,home,,
2018-11-18,IF Malmö Redhawks  - Timrå IK,4 - 1,"0-0, 2-0, 2-1",5682,9171,393477,shl,2018/19,IF Malmö Redhawks,Timrå IK,4,1,0-0, 2-0, 2-1,,,0,0,2,0,2,1,,,,,home,draw,home,home,,
2018-11-22,Mora IK  - IF Malmö Redhawks,2 - 3,"1-0, 1-0, 0-2, 0-0, 0-1",3695,9171,393478,shl,2018/19,Mora IK,IF Malmö Redhawks,2,3,1-0, 1-0, 0-2, 0-0, 0-1,1,0,1,0,0,2,0.0,0.0,0.0,1.0,draw,home,home,away,draw,away
2018-11-22,Örebro HK  - Luleå HF,2 - 3,"0-1, 1-1, 1-1",5003,9171,393479,shl,2018/19,Örebro HK,Luleå HF,2,3,0-1, 1-1, 1-1,,,0,1,1,1,1,1,,,,,away,away,draw,draw,,
2018-11-22,Växjö Lakers HC  - Djurgårdens IF,4 - 3,"0-1, 2-0, 1-2, 1-0",5003,9171,393480,shl,2018/19,Växjö Lakers HC,Djurgårdens IF,4,3,0-1, 2-0, 1-2, 1-0,,0,1,2,0,1,2,1.0,0.0,,,draw,away,home,away,home,
2018-11-22,Linköping HC  - Rögle BK,2 - 3,"0-0, 1-1, 1-2",5006,9171,393481,shl,2018/19,Linköping HC,Rögle BK,2,3,0-0, 1-1, 1-2,,,0,0,1,1,1,2,,,,,away,draw,draw,away,,
2018-11-22,HV 71  - Brynäs IF,1 - 2,"1-1, 0-0, 0-1",6410,9171,393482,shl,2018/19,HV 71,Brynäs IF,1,2,1-1, 0-0, 0-1,,,1,1,0,0,0,1,,,,,away,draw,draw,away,,
2018-11-22,Timrå IK  - Skellefteå AIK,3 - 5,"1-1, 0-3, 2-1",3923,9171,393483,shl,2018/19,Timrå IK,Skellefteå AIK,3,5,1-1, 0-3, 2-1,,,1,1,0,3,2,1,,,,,away,draw,away,home,,
2018-11-23,Frölunda HC  - Färjestad BK,4 - 1,"2-0, 0-1, 2-0",12044,9171,393484,shl,2018/19,Frölunda HC,Färjestad BK,4,1,2-0, 0-1, 2-0,,,2,0,0,1,2,0,,,,,home,home,away,home,,
2018-11-24,Djurgårdens IF  - Örebro HK,4 - 1,"2-0, 2-0, 0-1",7167,9171,393485,shl,2018/19,Djurgårdens IF,Örebro HK,4,1,2-0, 2-0, 0-1,,,2,0,2,0,0,1,,,,,home,home,home,away,,
2018-11-24,Växjö Lakers HC  - Skellefteå AIK,4 - 2,"1-1, 1-1, 2-0",5043,9171,393486,shl,2018/19,Växjö Lakers HC,Skellefteå AIK,4,2,1-1, 1-1, 2-0,,,1,1,1,1,2,0,,,,,home,draw,draw,home,,
2018-11-24,Timrå IK  - Rögle BK,4 - 2,"3-0, 1-2, 0-0",3517,9171,393487,shl,2018/19,Timrå IK,Rögle BK,4,2,3-0, 1-2, 0-0,,,3,0,1,2,0,0,,,,,home,home,away,draw,,
2018-11-24,Färjestad BK  - Frölunda HC,3 - 1,"1-0, 1-0, 1-1",8250,9171,393488,shl,2018/19,Färjestad BK,Frölunda HC,3,1,1-0, 1-0, 1-1,,,1,0,1,0,1,1,,,,,home,home,home,draw,,
2018-11-24,IF Malmö Redhawks  - HV 71,2 - 1,"1-0, 0-1, 0-0, 0-0, 1-0",8112,9171,393489,shl,2018/19,IF Malmö Redhawks,HV 71,2,1,1-0, 0-1, 0-0, 0-0, 1-0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,draw,home,away,draw,draw,home
2018-11-24,Mora IK  - Linköping HC,1 - 2,"0-1, 1-0, 0-1",3897,9171,393490,shl,2018/19,Mora IK,Linköping HC,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2018-11-24,Brynäs IF  - Luleå HF,3 - 4,"1-0, 1-3, 1-0, 0-0, 0-1",6266,9171,393491,shl,2018/19,Brynäs IF,Luleå HF,3,4,1-0, 1-3, 1-0, 0-0, 0-1,1,0,1,3,1,0,0.0,0.0,0.0,1.0,draw,home,away,home,draw,away
2018-11-27,Frölunda HC  - Rögle BK,1 - 2,"1-1, 0-0, 0-1",9427,9171,393365,shl,2018/19,Frölunda HC,Rögle BK,1,2,1-1, 0-0, 0-1,,,1,1,0,0,0,1,,,,,away,draw,draw,away,,
2018-11-28,Växjö Lakers HC  - Örebro HK,3 - 2,"1-0, 1-1, 1-1",3916,9171,393492,shl,2018/19,Växjö Lakers HC,Örebro HK,3,2,1-0, 1-1, 1-1,,,1,0,1,1,1,1,,,,,home,home,draw,draw,,
2018-11-28,Färjestad BK  - Timrå IK,2 - 1,"1-0, 1-1, 0-0",6093,9171,393493,shl,2018/19,Färjestad BK,Timrå IK,2,1,1-0, 1-1, 0-0,,,1,0,1,1,0,0,,,,,home,home,draw,draw,,
2018-11-29,Luleå HF  - Linköping HC,2 - 1,"0-1, 0-0, 1-0, 0-0, 1-0",4802,9171,393494,shl,2018/19,Luleå HF,Linköping HC,2,1,0-1, 0-0, 1-0, 0-0, 1-0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,draw,away,draw,home,draw,home
2018-11-29,Skellefteå AIK  - Mora IK,2 - 0,"1-0, 0-0, 1-0",3763,9171,393495,shl,2018/19,Skellefteå AIK,Mora IK,2,0,1-0, 0-0, 1-0,,,1,0,0,0,1,0,,,,,home,home,draw,home,,
2018-11-29,Rögle BK  - HV 71,0 - 1,"0-0, 0-0, 0-1",4378,9171,393496,shl,2018/19,Rögle BK,HV 71,0,1,0-0, 0-0, 0-1,,,0,0,0,0,0,1,,,,,away,draw,draw,away,,
2018-11-29,Frölunda HC  - Brynäs IF,1 - 0,"0-0, 0-0, 0-0, 1-0",9031,9171,393497,shl,2018/19,Frölunda HC,Brynäs IF,1,0,0-0, 0-0, 0-0, 1-0,,0,0,0,0,0,0,1.0,0.0,,,draw,draw,draw,draw,home,
2018-12-01,Rögle BK  - Luleå HF,2 - 3,"1-1, 0-1, 1-0, 0-0, 0-1",4052,9171,393499,shl,2018/19,Rögle BK,Luleå HF,2,3,1-1, 0-1, 1-0, 0-0, 0-1,1,1,0,1,1,0,0.0,0.0,0.0,1.0,draw,draw,away,home,draw,away
2018-12-01,Linköping HC  - IF Malmö Redhawks,4 - 3,"0-2, 2-0, 2-1",5551,9171,393500,shl,2018/19,Linköping HC,IF Malmö Redhawks,4,3,0-2, 2-0, 2-1,,,0,2,2,0,2,1,,,,,home,away,home,home,,
2018-12-01,Timrå IK  - Örebro HK,2 - 1,"0-1, 1-0, 0-0, 1-0",3768,9171,393501,shl,2018/19,Timrå IK,Örebro HK,2,1,0-1, 1-0, 0-0, 1-0,,0,1,1,0,0,0,1.0,0.0,,,draw,away,home,draw,home,
2018-12-01,HV 71  - Växjö Lakers HC,4 - 2,"2-0, 1-1, 1-1",7000,9171,393502,shl,2018/19,HV 71,Växjö Lakers HC,4,2,2-0, 1-1, 1-1,,,2,0,1,1,1,1,,,,,home,home,draw,draw,,
2018-12-01,Skellefteå AIK  - Brynäs IF,0 - 2,"0-1, 0-0, 0-1",4534,9171,393503,shl,2018/19,Skellefteå AIK,Brynäs IF,0,2,0-1, 0-0, 0-1,,,0,1,0,0,0,1,,,,,away,away,draw,away,,
