date,game,score,league,season,game_id,home,away,score_home,score_away,result,game_id_home,team_x,h_a_home,win_R5_home,draw_R5_home,lost_R5_home,H2H_W_home,H2H_D_home,H2H_L_home,scored_avg_R5_home,conceded_avg_R5_home,points_cum_prev_avg_home,points_cum_h_a_prev_avg_home,game_id_away,team_y,h_a_away,win_R5_away,draw_R5_away,lost_R5_away,H2H_W_away,H2H_D_away,H2H_L_away,scored_avg_R5_away,conceded_avg_R5_away,points_cum_prev_avg_away,points_cum_h_a_prev_avg_away
2008-10-13 ,Södertälje SK  - Djurgårdens IF,2 - 4,shl,2008/09,388810.0,Södertälje SK,Djurgårdens IF,2.0,4.0,away,388810.0,Södertälje SK,home,0.2,0.2,0.6,0.2,0.4,0.4,2.0,2.4,0.8,1.6,388810.0,Djurgårdens IF,away,0.2,0.4,0.4,0.4,0.4,0.2,2.0,3.0,1.2,0.8
2008-10-13 ,Frölunda HC  - Brynäs IF,1 - 1,shl,2008/09,388811.0,Frölunda HC,Brynäs IF,1.0,1.0,draw,388811.0,Frölunda HC,home,0.6,0.0,0.4,1.0,0.0,0.0,2.8,2.6,1.2,2.0,388811.0,Brynäs IF,away,0.8,0.0,0.2,0.0,0.0,1.0,2.8,2.2,2.3,2.25
2008-10-14 ,MODO Hockey  - Luleå HF,3 - 2,shl,2008/09,388812.0,MODO Hockey,Luleå HF,3.0,2.0,draw,388812.0,MODO Hockey,home,0.4,0.0,0.6,0.8,0.2,0.0,2.8,3.6,1.3,1.5,388812.0,Luleå HF,away,0.2,0.2,0.6,0.0,0.2,0.8,3.0,3.4,0.8,0.2
2008-10-14 ,Rögle BK  - Linköpings HC,3 - 2,shl,2008/09,388813.0,Rögle BK,Linköping HC,3.0,2.0,home,388813.0,Rögle BK,home,0.4,0.4,0.2,0.0,0.0,0.0,3.0,3.0,1.3,1.2,388813.0,Linköping HC,away,0.6,0.2,0.2,0.0,0.0,0.0,2.6,1.2,2.0,2.4
2008-10-14 ,Färjestads BK  - HV 71,4 - 2,shl,2008/09,388814.0,Färjestad BK,HV 71,4.0,2.0,home,388814.0,Färjestad BK,home,0.4,0.0,0.6,0.4,0.0,0.6,1.8,2.6,1.6,1.5,388814.0,HV 71,away,0.6,0.2,0.2,0.6,0.0,0.4,3.0,2.0,1.4,1.5
2008-10-16 ,Luleå HF  - Södertälje SK,6 - 2,shl,2008/09,388815.0,Luleå HF,Södertälje SK,6.0,2.0,home,388815.0,Luleå HF,home,0.2,0.4,0.4,0.3333333333333333,0.16666666666666666,0.5,3.2,3.4,0.8181818181818182,1.4,388815.0,Södertälje SK,away,0.2,0.2,0.6,0.5,0.16666666666666666,0.3333333333333333,2.4,2.8,0.7272727272727273,0.0
2008-10-16 ,MODO Hockey  - Frölunda HC,3 - 2,shl,2008/09,388816.0,MODO Hockey,Frölunda HC,3.0,2.0,home,388816.0,MODO Hockey,home,0.4,0.2,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.6,3.0,1.3636363636363635,1.6,388816.0,Frölunda HC,away,0.6,0.2,0.2,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.8,2.4,1.0909090909090908,0.6666666666666666
2008-10-16 ,Brynäs IF  - Skellefteå AIK,5 - 1,shl,2008/09,388817.0,Brynäs IF,Skellefteå AIK,5.0,1.0,home,388817.0,Brynäs IF,home,0.6,0.2,0.2,0.3333333333333333,0.16666666666666666,0.5,2.0,1.6,2.090909090909091,2.333333333333333,388817.0,Skellefteå AIK,away,0.6,0.2,0.2,0.5,0.16666666666666666,0.3333333333333333,3.0,1.8,1.7272727272727273,1.0
2008-10-16 ,Djurgårdens IF  - Rögle BK,2 - 1,shl,2008/09,388818.0,Djurgårdens IF,Rögle BK,2.0,1.0,draw,388818.0,Djurgårdens IF,home,0.4,0.2,0.4,0.0,1.0,0.0,2.4,2.8,1.3636363636363635,1.6,388818.0,Rögle BK,away,0.6,0.4,0.0,0.0,1.0,0.0,3.4,2.6,1.4545454545454546,1.4
2008-10-16 ,Linköpings HC  - Färjestads BK,4 - 0,shl,2008/09,388819.0,Linköping HC,Färjestad BK,4.0,0.0,home,388819.0,Linköping HC,home,0.4,0.2,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4,1.6,1.818181818181818,1.6,388819.0,Färjestad BK,away,0.4,0.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.2,3.0,1.7272727272727273,1.6666666666666667
2008-10-16 ,HV 71  - Timrå IK,2 - 1,shl,2008/09,388820.0,HV 71,Timrå IK,2.0,1.0,draw,388820.0,HV 71,home,0.4,0.2,0.4,0.5,0.0,0.5,2.8,2.4,1.2727272727272727,1.3333333333333333,388820.0,Timrå IK,away,0.0,0.2,0.8,0.5,0.0,0.5,2.8,4.0,1.181818181818182,0.6
2008-10-18 ,Rögle BK  - Timrå IK,5 - 1,shl,2008/09,388821.0,Rögle BK,Timrå IK,5.0,1.0,home,388821.0,Rögle BK,home,0.4,0.6,0.0,1.0,0.0,0.0,2.8,2.8,1.4166666666666667,1.5,388821.0,Timrå IK,away,0.0,0.4,0.6,0.0,0.0,1.0,2.2,3.4,1.1666666666666667,0.6666666666666666
2008-10-18 ,Djurgårdens IF  - Linköpings HC,3 - 1,shl,2008/09,388822.0,Djurgårdens IF,Linköping HC,3.0,1.0,home,388822.0,Djurgårdens IF,home,0.4,0.4,0.2,0.5,0.16666666666666666,0.3333333333333333,2.4,2.4,1.4166666666666667,1.6666666666666667,388822.0,Linköping HC,away,0.6,0.0,0.4,0.3333333333333333,0.16666666666666666,0.5,2.6,1.2,1.9166666666666667,2.0
2008-10-18 ,Södertälje SK  - MODO Hockey,2 - 3,shl,2008/09,388823.0,Södertälje SK,MODO Hockey,2.0,3.0,draw,388823.0,Södertälje SK,home,0.2,0.2,0.6,0.16666666666666666,0.3333333333333333,0.5,2.6,3.2,0.6666666666666666,1.3333333333333333,388823.0,MODO Hockey,away,0.4,0.2,0.4,0.5,0.3333333333333333,0.16666666666666666,2.4,2.8,1.5,1.1666666666666667
2008-10-18 ,Färjestads BK  - Brynäs IF,5 - 1,shl,2008/09,388824.0,Färjestad BK,Brynäs IF,5.0,1.0,home,388824.0,Färjestad BK,home,0.4,0.0,0.6,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.2,3.2,1.5833333333333333,1.8,388824.0,Brynäs IF,away,0.6,0.2,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.2,1.4,2.1666666666666665,1.8
2008-10-18 ,Frölunda HC  - HV 71,5 - 3,shl,2008/09,388825.0,Frölunda HC,HV 71,5.0,3.0,home,388825.0,Frölunda HC,home,0.4,0.2,0.4,0.0,0.3333333333333333,0.6666666666666666,2.4,2.8,1.0,1.6,388825.0,HV 71,away,0.4,0.4,0.2,0.6666666666666666,0.3333333333333333,0.0,3.0,2.0,1.3333333333333333,1.2
2008-10-18 ,Skellefteå AIK  - Luleå HF,4 - 1,shl,2008/09,388826.0,Skellefteå AIK,Luleå HF,4.0,1.0,home,388826.0,Skellefteå AIK,home,0.4,0.2,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.6,2.8,1.5833333333333333,2.333333333333333,388826.0,Luleå HF,away,0.4,0.4,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,3.0,1.0,0.3333333333333333
2008-10-21 ,Frölunda HC  - Färjestads BK,2 - 2,shl,2008/09,388827.0,Frölunda HC,Färjestad BK,2.0,2.0,draw,388827.0,Frölunda HC,home,0.4,0.2,0.4,0.3333333333333333,0.16666666666666666,0.5,3.0,3.2,1.1538461538461535,1.8333333333333333,388827.0,Färjestad BK,away,0.6,0.0,0.4,0.5,0.16666666666666666,0.3333333333333333,3.0,2.8,1.6923076923076923,1.4285714285714286
2008-10-23 ,Luleå HF  - Djurgårdens IF,4 - 5,shl,2008/09,388828.0,Luleå HF,Djurgårdens IF,4.0,5.0,draw,388828.0,Luleå HF,home,0.4,0.2,0.4,0.16666666666666666,0.0,0.8333333333333334,3.6,3.0,0.9230769230769232,1.6666666666666667,388828.0,Djurgårdens IF,away,0.4,0.4,0.2,0.8333333333333334,0.0,0.16666666666666666,2.4,2.2,1.4285714285714286,1.0
2008-10-23 ,MODO Hockey  - Linköpings HC,3 - 5,shl,2008/09,388829.0,MODO Hockey,Linköping HC,3.0,5.0,away,388829.0,MODO Hockey,home,0.2,0.4,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.4,3.0,1.5384615384615383,1.8333333333333333,388829.0,Linköping HC,away,0.6,0.0,0.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.8,1.4,1.7692307692307692,1.7142857142857142
2008-10-23 ,Timrå IK  - Brynäs IF,3 - 1,shl,2008/09,388830.0,Timrå IK,Brynäs IF,3.0,1.0,home,388830.0,Timrå IK,home,0.0,0.4,0.6,0.3333333333333333,0.0,0.6666666666666666,2.2,4.0,1.0769230769230769,1.6666666666666667,388830.0,Brynäs IF,away,0.4,0.2,0.4,0.6666666666666666,0.0,0.3333333333333333,2.0,2.4,2.0,1.5
2008-10-23 ,Rögle BK  - Skellefteå AIK,1 - 2,shl,2008/09,388831.0,Rögle BK,Skellefteå AIK,1.0,2.0,away,388831.0,Rögle BK,home,0.4,0.6,0.0,0.0,1.0,0.0,2.8,2.2,1.5384615384615383,1.7142857142857142,388831.0,Skellefteå AIK,away,0.6,0.2,0.2,0.0,1.0,0.0,3.2,2.6,1.6923076923076923,0.8333333333333334
2008-10-23 ,HV 71  - Södertälje SK,6 - 3,shl,2008/09,388832.0,HV 71,Södertälje SK,6.0,3.0,home,388832.0,HV 71,home,0.0,0.6,0.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.4,2.8,1.1428571428571428,1.25,388832.0,Södertälje SK,away,0.2,0.2,0.6,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.2,3.2,0.6923076923076923,0.0
2008-10-25 ,Timrå IK  - Djurgårdens IF,3 - 2,shl,2008/09,388833.0,Timrå IK,Djurgårdens IF,3.0,2.0,draw,388833.0,Timrå IK,home,0.2,0.4,0.4,0.5,0.3333333333333333,0.16666666666666666,2.4,3.2,1.2142857142857142,1.8571428571428568,388833.0,Djurgårdens IF,away,0.4,0.6,0.0,0.16666666666666666,0.3333333333333333,0.5,3.2,2.0,1.4666666666666666,1.125
2008-10-25 ,Färjestads BK  - Rögle BK,2 - 3,shl,2008/09,388834.0,Färjestad BK,Rögle BK,2.0,3.0,away,388834.0,Färjestad BK,home,0.6,0.2,0.2,0.0,0.0,1.0,3.4,2.6,1.5714285714285714,2.0,388834.0,Rögle BK,away,0.4,0.4,0.2,1.0,0.0,0.0,2.4,2.0,1.4285714285714286,1.3333333333333333
2008-10-25 ,Linköpings HC  - Frölunda HC,2 - 3,shl,2008/09,388835.0,Linköping HC,Frölunda HC,2.0,3.0,draw,388835.0,Linköping HC,home,0.6,0.0,0.4,0.5,0.3333333333333333,0.16666666666666666,3.0,1.8,1.8571428571428568,1.8333333333333333,388835.0,Frölunda HC,away,0.4,0.4,0.2,0.16666666666666666,0.3333333333333333,0.5,3.0,2.0,1.0714285714285714,0.5714285714285714
2008-10-25 ,Brynäs IF  - Luleå HF,2 - 4,shl,2008/09,388836.0,Brynäs IF,Luleå HF,2.0,4.0,away,388836.0,Brynäs IF,home,0.4,0.2,0.4,0.3333333333333333,0.5,0.16666666666666666,1.8,2.0,1.8571428571428568,2.4285714285714284,388836.0,Luleå HF,away,0.4,0.4,0.2,0.16666666666666666,0.5,0.3333333333333333,4.2,3.2,0.9285714285714286,0.2857142857142857
2008-10-25 ,HV 71  - MODO Hockey,2 - 5,shl,2008/09,388837.0,HV 71,MODO Hockey,2.0,5.0,away,388837.0,HV 71,home,0.2,0.4,0.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,3.0,3.0,1.2666666666666666,1.4444444444444444,388837.0,MODO Hockey,away,0.2,0.4,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.8,3.0,1.4285714285714286,1.2857142857142858
2008-10-25 ,Södertälje SK  - Skellefteå AIK,2 - 3,shl,2008/09,388838.0,Södertälje SK,Skellefteå AIK,2.0,3.0,away,388838.0,Södertälje SK,home,0.0,0.2,0.8,0.16666666666666666,0.5,0.3333333333333333,1.8,4.0,0.6428571428571429,1.2857142857142858,388838.0,Skellefteå AIK,away,0.6,0.2,0.2,0.3333333333333333,0.5,0.16666666666666666,2.6,2.4,1.7857142857142858,1.1428571428571428
2008-10-27 ,Luleå HF  - Färjestads BK,1 - 0,shl,2008/09,388839.0,Luleå HF,Färjestad BK,1.0,0.0,home,388839.0,Luleå HF,home,0.4,0.4,0.2,0.3333333333333333,0.0,0.6666666666666666,3.4,3.2,1.0666666666666669,1.5714285714285714,388839.0,Färjestad BK,away,0.4,0.2,0.4,0.6666666666666666,0.0,0.3333333333333333,2.6,2.4,1.4666666666666666,1.25
2008-10-27 ,Linköpings HC  - HV 71,1 - 2,shl,2008/09,388840.0,Linköping HC,HV 71,1.0,2.0,draw,388840.0,Linköping HC,home,0.4,0.2,0.4,0.3333333333333333,0.5,0.16666666666666666,2.8,2.4,1.8,1.7142857142857142,388840.0,HV 71,away,0.2,0.4,0.4,0.16666666666666666,0.5,0.3333333333333333,3.0,3.2,1.1875,1.0
2008-10-27 ,Rögle BK  - Frölunda HC,6 - 3,shl,2008/09,388841.0,Rögle BK,Frölunda HC,6.0,3.0,home,388841.0,Rögle BK,home,0.6,0.2,0.2,0.0,0.0,1.0,2.6,1.8,1.5333333333333334,1.5,388841.0,Frölunda HC,away,0.2,0.6,0.2,1.0,0.0,0.0,2.6,2.2,1.1333333333333333,0.75
2008-10-28 ,Skellefteå AIK  - Timrå IK,3 - 4,shl,2008/09,388842.0,Skellefteå AIK,Timrå IK,3.0,4.0,draw,388842.0,Skellefteå AIK,home,0.6,0.2,0.2,0.3333333333333333,0.5,0.16666666666666666,2.4,2.4,1.8666666666666667,2.4285714285714284,388842.0,Timrå IK,away,0.2,0.6,0.2,0.16666666666666666,0.5,0.3333333333333333,2.2,2.4,1.2666666666666666,0.5714285714285714
2008-10-28 ,MODO Hockey  - Brynäs IF,6 - 0,shl,2008/09,388843.0,MODO Hockey,Brynäs IF,6.0,0.0,home,388843.0,MODO Hockey,home,0.4,0.4,0.2,0.6666666666666666,0.0,0.3333333333333333,3.4,2.6,1.5333333333333334,1.5714285714285714,388843.0,Brynäs IF,away,0.2,0.2,0.6,0.3333333333333333,0.0,0.6666666666666666,2.0,2.8,1.7333333333333334,1.2857142857142858
2008-10-28 ,Djurgårdens IF  - Södertälje SK,3 - 5,shl,2008/09,388844.0,Djurgårdens IF,Södertälje SK,3.0,5.0,away,388844.0,Djurgårdens IF,home,0.2,0.8,0.0,0.5,0.3333333333333333,0.16666666666666666,2.8,2.2,1.4375,1.8571428571428568,388844.0,Södertälje SK,away,0.0,0.2,0.8,0.16666666666666666,0.3333333333333333,0.5,2.2,4.4,0.6,0.0
2008-10-30 ,Skellefteå AIK  - HV 71,5 - 1,shl,2008/09,388845.0,Skellefteå AIK,HV 71,5.0,1.0,home,388845.0,Skellefteå AIK,home,0.6,0.2,0.2,0.5,0.0,0.5,2.6,2.6,1.8125,2.25,388845.0,HV 71,away,0.2,0.4,0.4,0.5,0.0,0.5,3.0,3.2,1.2352941176470589,1.1428571428571428
2008-10-30 ,Timrå IK  - MODO Hockey,0 - 4,shl,2008/09,388846.0,Timrå IK,MODO Hockey,0.0,4.0,away,388846.0,Timrå IK,home,0.2,0.6,0.2,0.3333333333333333,0.16666666666666666,0.5,2.4,2.6,1.3125,1.875,388846.0,MODO Hockey,away,0.6,0.2,0.2,0.5,0.16666666666666666,0.3333333333333333,4.0,2.2,1.625,1.5
2008-10-30 ,Brynäs IF  - Rögle BK,1 - 2,shl,2008/09,388847.0,Brynäs IF,Rögle BK,1.0,2.0,away,388847.0,Brynäs IF,home,0.2,0.0,0.8,1.0,0.0,0.0,1.8,3.8,1.625,2.125,388847.0,Rögle BK,away,0.6,0.2,0.2,0.0,0.0,1.0,3.2,2.0,1.625,1.5714285714285714
2008-10-30 ,Södertälje SK  - Linköpings HC,5 - 4,shl,2008/09,388848.0,Södertälje SK,Linköping HC,5.0,4.0,draw,388848.0,Södertälje SK,home,0.2,0.2,0.6,0.16666666666666666,0.3333333333333333,0.5,2.8,4.2,0.75,1.125,388848.0,Linköping HC,away,0.4,0.4,0.2,0.5,0.3333333333333333,0.16666666666666666,2.6,2.2,1.75,1.875
2008-10-30 ,Färjestads BK  - Djurgårdens IF,2 - 1,shl,2008/09,388849.0,Färjestad BK,Djurgårdens IF,2.0,1.0,home,388849.0,Färjestad BK,home,0.2,0.2,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.8,2.2,1.375,1.7142857142857142,388849.0,Djurgårdens IF,away,0.2,0.6,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0,1.3529411764705883,1.1111111111111112
2008-10-30 ,Frölunda HC  - Luleå HF,3 - 1,shl,2008/09,388850.0,Frölunda HC,Luleå HF,3.0,1.0,home,388850.0,Frölunda HC,home,0.2,0.4,0.4,0.3333333333333333,0.0,0.6666666666666666,3.0,3.2,1.0625,1.5714285714285714,388850.0,Luleå HF,away,0.6,0.2,0.2,0.6666666666666666,0.0,0.3333333333333333,3.2,2.6,1.1875,0.625
2008-11-01 ,MODO Hockey  - Rögle BK,2 - 3,shl,2008/09,388851.0,MODO Hockey,Rögle BK,2.0,3.0,away,388851.0,MODO Hockey,home,0.6,0.2,0.2,1.0,0.0,0.0,4.2,1.8,1.7058823529411764,1.75,388851.0,Rögle BK,away,0.8,0.0,0.2,0.0,0.0,1.0,3.4,1.8,1.7058823529411764,1.75
2008-11-01 ,Södertälje SK  - Brynäs IF,4 - 1,shl,2008/09,388852.0,Södertälje SK,Brynäs IF,4.0,1.0,home,388852.0,Södertälje SK,home,0.2,0.4,0.4,0.3333333333333333,0.0,0.6666666666666666,3.4,3.8,0.8235294117647058,1.2222222222222223,388852.0,Brynäs IF,away,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,4.0,1.5294117647058822,1.125
2008-11-01 ,HV 71  - Färjestads BK,4 - 3,shl,2008/09,388853.0,HV 71,Färjestad BK,4.0,3.0,home,388853.0,HV 71,home,0.2,0.4,0.4,0.5,0.0,0.5,2.6,3.2,1.1666666666666667,1.3,388853.0,Färjestad BK,away,0.4,0.2,0.4,0.5,0.0,0.5,2.2,1.6,1.4705882352941178,1.1111111111111112
2008-11-01 ,Djurgårdens IF  - Frölunda HC,3 - 6,shl,2008/09,388854.0,Djurgårdens IF,Frölunda HC,3.0,6.0,away,388854.0,Djurgårdens IF,home,0.0,0.6,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.6,3.2,1.2777777777777777,1.625,388854.0,Frölunda HC,away,0.4,0.4,0.2,0.6666666666666666,0.16666666666666666,0.16666666666666666,3.2,2.8,1.1764705882352942,0.6666666666666666
2008-11-01 ,Luleå HF  - Timrå IK,5 - 1,shl,2008/09,388855.0,Luleå HF,Timrå IK,5.0,1.0,home,388855.0,Luleå HF,home,0.4,0.2,0.4,0.5,0.0,0.5,2.2,2.8,1.1176470588235294,1.75,388855.0,Timrå IK,away,0.2,0.4,0.4,0.5,0.0,0.5,2.2,3.0,1.2352941176470589,0.75
2008-11-10 ,Linköpings HC  - Skellefteå AIK,5 - 3,shl,2008/09,388856.0,Linköping HC,Skellefteå AIK,5.0,3.0,home,388856.0,Linköping HC,home,0.4,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0,1.7777777777777777,1.625,388856.0,Skellefteå AIK,away,0.6,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.8,2.2,1.7777777777777777,1.375
2008-11-03 ,Skellefteå AIK  - Frölunda HC,1 - 3,shl,2008/09,388857.0,Skellefteå AIK,Frölunda HC,1.0,3.0,away,388857.0,Skellefteå AIK,home,0.8,0.2,0.0,0.3333333333333333,0.16666666666666666,0.5,3.4,1.8,1.8823529411764703,2.333333333333333,388857.0,Frölunda HC,away,0.4,0.4,0.2,0.5,0.16666666666666666,0.3333333333333333,3.4,2.8,1.2777777777777777,0.9
2008-11-03 ,Timrå IK  - Linköpings HC,2 - 3,shl,2008/09,388858.0,Timrå IK,Linköping HC,2.0,3.0,away,388858.0,Timrå IK,home,0.2,0.4,0.4,0.3333333333333333,0.0,0.6666666666666666,2.2,3.0,1.1666666666666667,1.6666666666666667,388858.0,Linköping HC,away,0.2,0.6,0.2,0.6666666666666666,0.0,0.3333333333333333,2.6,3.2,1.7058823529411764,1.7777777777777777
2008-11-03 ,Brynäs IF  - HV 71,4 - 3,shl,2008/09,388859.0,Brynäs IF,HV 71,4.0,3.0,draw,388859.0,Brynäs IF,home,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,3.8,1.4444444444444444,1.8888888888888888,388859.0,HV 71,away,0.4,0.2,0.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,3.0,3.4,1.263157894736842,1.0
2008-11-03 ,Rögle BK  - Luleå HF,3 - 5,shl,2008/09,388860.0,Rögle BK,Luleå HF,3.0,5.0,away,388860.0,Rögle BK,home,0.8,0.0,0.2,0.0,1.0,0.0,3.0,2.0,1.7777777777777777,1.6666666666666667,388860.0,Luleå HF,away,0.6,0.2,0.2,0.0,1.0,0.0,3.0,2.2,1.2222222222222223,0.5555555555555556
2008-11-03 ,MODO Hockey  - Djurgårdens IF,4 - 3,shl,2008/09,388861.0,MODO Hockey,Djurgårdens IF,4.0,3.0,home,388861.0,MODO Hockey,home,0.6,0.0,0.4,0.5,0.0,0.5,4.0,2.0,1.6111111111111112,1.5555555555555556,388861.0,Djurgårdens IF,away,0.0,0.4,0.6,0.5,0.0,0.5,2.8,4.0,1.2105263157894737,1.0
2008-11-03 ,Färjestads BK  - Södertälje SK,2 - 2,shl,2008/09,388862.0,Färjestad BK,Södertälje SK,2.0,2.0,draw,388862.0,Färjestad BK,home,0.2,0.2,0.6,0.5,0.3333333333333333,0.16666666666666666,1.8,2.2,1.3888888888888888,1.875,388862.0,Södertälje SK,away,0.4,0.2,0.4,0.16666666666666666,0.3333333333333333,0.5,3.8,3.4,0.9444444444444444,0.375
2008-10-04 ,HV 71  - Djurgårdens IF,3 - 2,shl,2008/09,388863.0,HV 71,Djurgårdens IF,3.0,2.0,home,388863.0,HV 71,home,0.2,0.2,0.6,0.4,0.4,0.2,1.6,2.8,0.8571428571428571,0.75,388863.0,Djurgårdens IF,away,0.2,0.4,0.4,0.2,0.4,0.4,2.8,3.4,1.5,1.3333333333333333
2008-11-13 ,Luleå HF  - MODO Hockey,3 - 2,shl,2008/09,388864.0,Luleå HF,MODO Hockey,3.0,2.0,home,388864.0,Luleå HF,home,0.8,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666,3.2,1.8,1.3157894736842106,1.8888888888888888,388864.0,MODO Hockey,away,0.6,0.0,0.4,0.6666666666666666,0.3333333333333333,0.0,3.2,2.6,1.6,1.5
2008-11-13 ,Södertälje SK  - Rögle BK,3 - 2,shl,2008/09,388865.0,Södertälje SK,Rögle BK,3.0,2.0,home,388865.0,Södertälje SK,home,0.4,0.4,0.2,0.0,0.0,1.0,3.6,2.6,0.8947368421052632,1.4,388865.0,Rögle BK,away,0.8,0.0,0.2,1.0,0.0,0.0,3.4,2.6,1.6842105263157894,1.8888888888888888
2008-11-13 ,Färjestads BK  - Skellefteå AIK,5 - 2,shl,2008/09,388866.0,Färjestad BK,Skellefteå AIK,5.0,2.0,home,388866.0,Färjestad BK,home,0.2,0.2,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.8,2.2,1.3157894736842106,1.6666666666666667,388866.0,Skellefteå AIK,away,0.4,0.2,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0,1.6842105263157894,1.2222222222222223
2008-11-13 ,Linköpings HC  - Brynäs IF,3 - 1,shl,2008/09,388867.0,Linköping HC,Brynäs IF,3.0,1.0,home,388867.0,Linköping HC,home,0.4,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0,1.8421052631578947,1.7777777777777777,388867.0,Brynäs IF,away,0.0,0.2,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6,3.8,1.4736842105263157,1.0
2008-11-13 ,Frölunda HC  - Timrå IK,0 - 2,shl,2008/09,388868.0,Frölunda HC,Timrå IK,0.0,2.0,away,388868.0,Frölunda HC,home,0.6,0.2,0.2,0.16666666666666666,0.3333333333333333,0.5,3.6,2.6,1.368421052631579,1.75,388868.0,Timrå IK,away,0.0,0.4,0.6,0.5,0.3333333333333333,0.16666666666666666,2.0,3.4,1.1052631578947372,0.6666666666666666
2008-11-15 ,Luleå HF  - Linköpings HC,3 - 1,shl,2008/09,388869.0,Luleå HF,Linköping HC,3.0,1.0,home,388869.0,Luleå HF,home,0.8,0.0,0.2,0.16666666666666666,0.5,0.3333333333333333,3.0,1.8,1.4,2.0,388869.0,Linköping HC,away,0.6,0.4,0.0,0.3333333333333333,0.5,0.16666666666666666,3.2,2.6,1.9,1.9
2008-11-15 ,Skellefteå AIK  - Djurgårdens IF,2 - 2,shl,2008/09,388870.0,Skellefteå AIK,Djurgårdens IF,2.0,2.0,draw,388870.0,Skellefteå AIK,home,0.2,0.2,0.6,0.16666666666666666,0.3333333333333333,0.5,2.8,3.6,1.6,2.1,388870.0,Djurgårdens IF,away,0.2,0.0,0.8,0.5,0.3333333333333333,0.16666666666666666,3.4,3.4,1.238095238095238,0.9090909090909092
2008-11-15 ,Färjestads BK  - MODO Hockey,5 - 2,shl,2008/09,388871.0,Färjestad BK,MODO Hockey,5.0,2.0,home,388871.0,Färjestad BK,home,0.4,0.2,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.4,2.0,1.4,1.8,388871.0,MODO Hockey,away,0.4,0.0,0.6,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.4,3.2,1.5238095238095235,1.3636363636363635
2008-11-15 ,Timrå IK  - Södertälje SK,2 - 0,shl,2008/09,388872.0,Timrå IK,Södertälje SK,2.0,0.0,home,388872.0,Timrå IK,home,0.2,0.2,0.6,0.3333333333333333,0.16666666666666666,0.5,1.8,3.0,1.2,1.5,388872.0,Södertälje SK,away,0.6,0.4,0.0,0.5,0.16666666666666666,0.3333333333333333,3.8,2.4,1.0,0.3333333333333333
2008-11-15 ,Brynäs IF  - Frölunda HC,2 - 1,shl,2008/09,388873.0,Brynäs IF,Frölunda HC,2.0,1.0,home,388873.0,Brynäs IF,home,0.0,0.2,0.8,0.0,0.16666666666666666,0.8333333333333334,1.4,3.6,1.4,1.9,388873.0,Frölunda HC,away,0.6,0.0,0.4,0.8333333333333334,0.16666666666666666,0.0,3.0,2.6,1.3,1.0909090909090908
2008-11-15 ,Rögle BK  - HV 71,1 - 2,shl,2008/09,388874.0,Rögle BK,HV 71,1.0,2.0,away,388874.0,Rögle BK,home,0.6,0.0,0.4,0.0,1.0,0.0,3.2,2.8,1.6,1.5,388874.0,HV 71,away,0.2,0.4,0.4,0.0,1.0,0.0,2.4,3.6,1.25,1.0
2008-11-17 ,MODO Hockey  - Skellefteå AIK,0 - 6,shl,2008/09,388875.0,MODO Hockey,Skellefteå AIK,0.0,6.0,away,388875.0,MODO Hockey,home,0.2,0.0,0.8,0.3333333333333333,0.16666666666666666,0.5,2.0,4.2,1.4545454545454546,1.7,388875.0,Skellefteå AIK,away,0.2,0.2,0.6,0.5,0.16666666666666666,0.3333333333333333,2.6,3.2,1.5238095238095235,1.1
