,date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
6419,2016-11-19 ,Timrå IK  - AIK,2 - 4,"1-2, 1-2, 0-0",3504.0,7157,302766.0,allsvenskan,2016/17,Timrå IK,AIK,2.0,4.0,1-2, 1-2, 0-0,,,1.0,2.0,1.0,2.0,0.0,0.0,,,,,away,away,away,draw,,
6420,2016-11-20 ,IK Pantern  - Västerviks IK,2 - 3,"1-0, 0-2, 1-0, 0-1",867.0,7157,302767.0,allsvenskan,2016/17,IK Pantern,Västerviks IK,2.0,3.0,1-0, 0-2, 1-0, 0-1,,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,,,draw,home,away,home,away,
6421,2016-11-21 ,HC Vita Hästen  - MODO Hockey,6 - 3,"2-1, 2-2, 2-0",2966.0,7157,302768.0,allsvenskan,2016/17,HC Vita Hästen,MODO Hockey,6.0,3.0,2-1, 2-2, 2-0,,,2.0,1.0,2.0,2.0,2.0,0.0,,,,,home,home,draw,home,,
6422,2016-11-22 ,IK Oskarshamn  - VIK Västerås HK,3 - 4,"1-1, 2-1, 0-2",1873.0,7157,302769.0,allsvenskan,2016/17,IK Oskarshamn,Västerås IK,3.0,4.0,1-1, 2-1, 0-2,,,1.0,1.0,2.0,1.0,0.0,2.0,,,,,away,draw,home,away,,
6423,2016-11-23 ,IF Björklöven  - BIK Karlskoga,0 - 6,"0-2, 0-3, 0-1",3900.0,7157,302770.0,allsvenskan,2016/17,IF Björklöven,BIK Karlskoga,0.0,6.0,0-2, 0-3, 0-1,,,0.0,2.0,0.0,3.0,0.0,1.0,,,,,away,away,away,away,,
6424,2016-11-23 ,AIK  - Almtuna IS,5 - 6,"4-0, 1-1, 0-4, 0-1",3134.0,7157,302771.0,allsvenskan,2016/17,AIK,Almtuna IS,5.0,6.0,4-0, 1-1, 0-4, 0-1,,4.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,,,draw,home,draw,away,away,
6425,2016-11-23 ,Tingsryds AIF  - Mora IK,4 - 1,"2-0, 1-0, 1-1",1537.0,7157,302772.0,allsvenskan,2016/17,Tingsryds AIF,Mora IK,4.0,1.0,2-0, 1-0, 1-1,,,2.0,0.0,1.0,0.0,1.0,1.0,,,,,home,home,home,draw,,
6426,2016-11-23 ,Södertälje SK  - Timrå IK,1 - 3,"0-0, 0-2, 1-1",2480.0,7157,302773.0,allsvenskan,2016/17,Södertälje SK,Timrå IK,1.0,3.0,0-0, 0-2, 1-1,,,0.0,0.0,0.0,2.0,1.0,1.0,,,,,away,draw,away,draw,,
6427,2016-11-25 ,VIK Västerås HK  - Tingsryds AIF,2 - 3,"1-1, 0-1, 1-0, 0-0, 0-1",2160.0,7157,302774.0,allsvenskan,2016/17,Västerås IK,Tingsryds AIF,2.0,3.0,1-1, 0-1, 1-0, 0-0, 0-1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,draw,draw,away,home,draw,away
6428,2016-11-25 ,BIK Karlskoga  - HC Vita Hästen,0 - 1,"0-0, 0-0, 0-0, 0-1",2368.0,7157,302775.0,allsvenskan,2016/17,BIK Karlskoga,HC Vita Hästen,0.0,1.0,0-0, 0-0, 0-0, 0-1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,draw,draw,draw,draw,away,
6429,2016-11-25 ,Timrå IK  - IF Björklöven,4 - 2,"3-0, 1-1, 0-1",3329.0,7157,302776.0,allsvenskan,2016/17,Timrå IK,IF Björklöven,4.0,2.0,3-0, 1-1, 0-1,,,3.0,0.0,1.0,1.0,0.0,1.0,,,,,home,home,draw,away,,
6430,2016-11-25 ,Västerviks IK  - MODO Hockey,3 - 2,"1-1, 2-1, 0-0",1749.0,7157,302777.0,allsvenskan,2016/17,Västerviks IK,MODO Hockey,3.0,2.0,1-1, 2-1, 0-0,,,1.0,1.0,2.0,1.0,0.0,0.0,,,,,home,draw,home,draw,,
6431,2016-11-25 ,IK Pantern  - IK Oskarshamn,2 - 3,"1-1, 1-1, 0-0, 0-1",421.0,7157,302778.0,allsvenskan,2016/17,IK Pantern,IK Oskarshamn,2.0,3.0,1-1, 1-1, 0-0, 0-1,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,draw,draw,draw,draw,away,
6432,2016-11-26 ,Mora IK  - AIK,4 - 1,"2-0, 0-0, 2-1",3510.0,7157,302779.0,allsvenskan,2016/17,Mora IK,AIK,4.0,1.0,2-0, 0-0, 2-1,,,2.0,0.0,0.0,0.0,2.0,1.0,,,,,home,home,draw,home,,
6433,2016-11-26 ,Almtuna IS  - Södertälje SK,1 - 2,"1-1, 0-1, 0-0",1603.0,7157,302780.0,allsvenskan,2016/17,Almtuna IS,Södertälje SK,1.0,2.0,1-1, 0-1, 0-0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,away,draw,away,draw,,
6434,2016-11-29 ,IF Björklöven  - Almtuna IS,6 - 4,"2-3, 1-0, 3-1",3580.0,7157,302781.0,allsvenskan,2016/17,IF Björklöven,Almtuna IS,6.0,4.0,2-3, 1-0, 3-1,,,2.0,3.0,1.0,0.0,3.0,1.0,,,,,home,away,home,home,,
6435,2016-11-29 ,MODO Hockey  - BIK Karlskoga,1 - 5,"0-1, 0-3, 1-1",3141.0,7157,302782.0,allsvenskan,2016/17,MODO Hockey,BIK Karlskoga,1.0,5.0,0-1, 0-3, 1-1,,,0.0,1.0,0.0,3.0,1.0,1.0,,,,,away,away,away,draw,,
6436,2016-11-30 ,AIK  - VIK Västerås HK,4 - 3,"3-1, 1-0, 0-2",3232.0,7157,302783.0,allsvenskan,2016/17,AIK,Västerås IK,4.0,3.0,3-1, 1-0, 0-2,,,3.0,1.0,1.0,0.0,0.0,2.0,,,,,home,home,home,away,,
6437,2016-11-30 ,Tingsryds AIF  - IK Pantern,1 - 2,"1-1, 0-0, 0-0, 0-1",1525.0,7157,302784.0,allsvenskan,2016/17,Tingsryds AIF,IK Pantern,1.0,2.0,1-1, 0-0, 0-0, 0-1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,draw,draw,draw,draw,away,
6438,2016-11-30 ,IK Oskarshamn  - Västerviks IK,2 - 3,"1-0, 0-1, 1-2",3212.0,7157,302785.0,allsvenskan,2016/17,IK Oskarshamn,Västerviks IK,2.0,3.0,1-0, 0-1, 1-2,,,1.0,0.0,0.0,1.0,1.0,2.0,,,,,away,home,away,away,,
6439,2016-11-30 ,HC Vita Hästen  - Timrå IK,1 - 2,"0-0, 0-0, 1-1, 0-0, 0-1",2951.0,7157,302786.0,allsvenskan,2016/17,HC Vita Hästen,Timrå IK,1.0,2.0,0-0, 0-0, 1-1, 0-0, 0-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
6440,2016-11-30 ,Södertälje SK  - Mora IK,1 - 4,"1-0, 0-1, 0-3",2426.0,7157,302787.0,allsvenskan,2016/17,Södertälje SK,Mora IK,1.0,4.0,1-0, 0-1, 0-3,,,1.0,0.0,0.0,1.0,0.0,3.0,,,,,away,home,away,away,,
6441,2016-11-27 ,IK Pantern  - IF Björklöven,4 - 0,"1-0, 3-0, 0-0",569.0,7157,302788.0,allsvenskan,2016/17,IK Pantern,IF Björklöven,4.0,0.0,1-0, 3-0, 0-0,,,1.0,0.0,3.0,0.0,0.0,0.0,,,,,home,home,home,draw,,
6442,2016-12-02 ,BIK Karlskoga  - Almtuna IS,2 - 0,"1-0, 1-0, 0-0",2223.0,7157,302789.0,allsvenskan,2016/17,BIK Karlskoga,Almtuna IS,2.0,0.0,1-0, 1-0, 0-0,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,home,home,home,draw,,
6443,2016-12-02 ,Tingsryds AIF  - AIK,3 - 1,"1-0, 1-0, 1-1",2308.0,7157,302790.0,allsvenskan,2016/17,Tingsryds AIF,AIK,3.0,1.0,1-0, 1-0, 1-1,,,1.0,0.0,1.0,0.0,1.0,1.0,,,,,home,home,home,draw,,
6444,2016-12-02 ,Västerviks IK  - Timrå IK,5 - 3,"2-0, 0-2, 3-1",1679.0,7157,302792.0,allsvenskan,2016/17,Västerviks IK,Timrå IK,5.0,3.0,2-0, 0-2, 3-1,,,2.0,0.0,0.0,2.0,3.0,1.0,,,,,home,home,away,home,,
6445,2016-12-02 ,Mora IK  - MODO Hockey,2 - 5,"1-1, 0-4, 1-0",3260.0,7157,302793.0,allsvenskan,2016/17,Mora IK,MODO Hockey,2.0,5.0,1-1, 0-4, 1-0,,,1.0,1.0,0.0,4.0,1.0,0.0,,,,,away,draw,away,home,,
6446,2016-12-03 ,VIK Västerås HK  - HC Vita Hästen,0 - 2,"0-0, 0-2, 0-0",2981.0,7157,302795.0,allsvenskan,2016/17,Västerås IK,HC Vita Hästen,0.0,2.0,0-0, 0-2, 0-0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,away,draw,away,draw,,
6447,2016-12-03 ,Södertälje SK  - IK Oskarshamn,2 - 3,"0-2, 0-1, 2-0",2348.0,7157,302794.0,allsvenskan,2016/17,Södertälje SK,IK Oskarshamn,2.0,3.0,0-2, 0-1, 2-0,,,0.0,2.0,0.0,1.0,2.0,0.0,,,,,away,away,away,home,,
6448,2016-12-04 ,IK Pantern  - AIK,3 - 2,"0-1, 2-0, 1-1",684.0,7157,302797.0,allsvenskan,2016/17,IK Pantern,AIK,3.0,2.0,0-1, 2-0, 1-1,,,0.0,1.0,2.0,0.0,1.0,1.0,,,,,home,away,home,draw,,
6449,2016-12-05 ,Timrå IK  - MODO Hockey,1 - 2,"0-0, 0-1, 1-1",6000.0,7157,302798.0,allsvenskan,2016/17,Timrå IK,MODO Hockey,1.0,2.0,0-0, 0-1, 1-1,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,away,draw,away,draw,,
6450,2016-12-06 ,Västerviks IK  - BIK Karlskoga,1 - 4,"1-1, 0-1, 0-2",1644.0,7157,302799.0,allsvenskan,2016/17,Västerviks IK,BIK Karlskoga,1.0,4.0,1-1, 0-1, 0-2,,,1.0,1.0,0.0,1.0,0.0,2.0,,,,,away,draw,away,away,,
6451,2016-12-07 ,Almtuna IS  - HC Vita Hästen,1 - 3,"0-1, 0-0, 1-2",1336.0,7157,302800.0,allsvenskan,2016/17,Almtuna IS,HC Vita Hästen,1.0,3.0,0-1, 0-0, 1-2,,,0.0,1.0,0.0,0.0,1.0,2.0,,,,,away,away,draw,away,,
6452,2016-12-07 ,Mora IK  - IF Björklöven,5 - 3,"1-1, 3-2, 1-0",2799.0,7157,302801.0,allsvenskan,2016/17,Mora IK,IF Björklöven,5.0,3.0,1-1, 3-2, 1-0,,,1.0,1.0,3.0,2.0,1.0,0.0,,,,,home,draw,home,home,,
6453,2016-12-07 ,VIK Västerås HK  - Södertälje SK,1 - 2,"0-0, 0-0, 1-1, 0-0, 0-1",2933.0,7157,302802.0,allsvenskan,2016/17,Västerås IK,Södertälje SK,1.0,2.0,0-0, 0-0, 1-1, 0-0, 0-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
6454,2016-12-07 ,IK Oskarshamn  - Tingsryds AIF,2 - 3,"1-1, 0-1, 1-0, 0-1",2286.0,7157,302803.0,allsvenskan,2016/17,IK Oskarshamn,Tingsryds AIF,2.0,3.0,1-1, 0-1, 1-0, 0-1,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,draw,draw,away,home,away,
6455,2016-12-09 ,BIK Karlskoga  - Timrå IK,2 - 1,"2-0, 0-1, 0-0",2668.0,7157,302804.0,allsvenskan,2016/17,BIK Karlskoga,Timrå IK,2.0,1.0,2-0, 0-1, 0-0,,,2.0,0.0,0.0,1.0,0.0,0.0,,,,,home,home,away,draw,,
6456,2016-12-09 ,IF Björklöven  - VIK Västerås HK,5 - 4,"2-0, 2-2, 1-2",3772.0,7157,302805.0,allsvenskan,2016/17,IF Björklöven,Västerås IK,5.0,4.0,2-0, 2-2, 1-2,,,2.0,0.0,2.0,2.0,1.0,2.0,,,,,home,home,draw,away,,
6457,2016-12-09 ,Södertälje SK  - IK Pantern,3 - 4,"1-0, 0-2, 2-1, 0-0, 0-1",2169.0,7157,302806.0,allsvenskan,2016/17,Södertälje SK,IK Pantern,3.0,4.0,1-0, 0-2, 2-1, 0-0, 0-1,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,draw,home,away,home,draw,away
6458,2016-12-09 ,HC Vita Hästen  - Mora IK,1 - 2,"0-0, 1-0, 0-2",3339.0,7157,302807.0,allsvenskan,2016/17,HC Vita Hästen,Mora IK,1.0,2.0,0-0, 1-0, 0-2,,,0.0,0.0,1.0,0.0,0.0,2.0,,,,,away,draw,home,away,,
6459,2016-12-10 ,Tingsryds AIF  - Västerviks IK,2 - 1,"0-0, 1-0, 0-1, 1-0",1764.0,7157,302808.0,allsvenskan,2016/17,Tingsryds AIF,Västerviks IK,2.0,1.0,0-0, 1-0, 0-1, 1-0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,draw,draw,home,away,home,
6460,2016-12-11 ,AIK  - IK Oskarshamn,5 - 6,"1-2, 1-3, 3-0, 0-1",2954.0,7157,302809.0,allsvenskan,2016/17,AIK,IK Oskarshamn,5.0,6.0,1-2, 1-3, 3-0, 0-1,,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,,,draw,away,away,home,away,
6461,2016-12-19 ,MODO Hockey  - Almtuna IS,3 - 2,"1-0, 2-1, 0-1",2950.0,7157,302810.0,allsvenskan,2016/17,MODO Hockey,Almtuna IS,3.0,2.0,1-0, 2-1, 0-1,,,1.0,0.0,2.0,1.0,0.0,1.0,,,,,home,home,home,away,,
6462,2016-12-12 ,VIK Västerås HK  - MODO Hockey,3 - 1,"1-0, 2-1, 0-0",2933.0,7157,302811.0,allsvenskan,2016/17,Västerås IK,MODO Hockey,3.0,1.0,1-0, 2-1, 0-0,,,1.0,0.0,2.0,1.0,0.0,0.0,,,,,home,home,home,draw,,
6463,2016-12-13 ,IK Oskarshamn  - IF Björklöven,6 - 3,"2-1, 1-1, 3-1",2176.0,7157,302812.0,allsvenskan,2016/17,IK Oskarshamn,IF Björklöven,6.0,3.0,2-1, 1-1, 3-1,,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,home,home,draw,home,,
6464,2016-12-14 ,AIK  - Västerviks IK,4 - 3,"0-1, 1-0, 2-2, 1-0",2851.0,7157,302813.0,allsvenskan,2016/17,AIK,Västerviks IK,4.0,3.0,0-1, 1-0, 2-2, 1-0,,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,,,draw,away,home,draw,home,
6465,2016-12-14 ,Tingsryds AIF  - Södertälje SK,2 - 1,"1-1, 1-0, 0-0",1503.0,7157,302814.0,allsvenskan,2016/17,Tingsryds AIF,Södertälje SK,2.0,1.0,1-1, 1-0, 0-0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,home,draw,home,draw,,
6466,2016-12-14 ,Mora IK  - BIK Karlskoga,3 - 4,"2-1, 1-1, 0-1, 0-0, 0-1",2950.0,7157,302816.0,allsvenskan,2016/17,Mora IK,BIK Karlskoga,3.0,4.0,2-1, 1-1, 0-1, 0-0, 0-1,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,draw,home,draw,away,draw,away
6467,2016-12-14 ,Almtuna IS  - Timrå IK,3 - 1,"1-0, 1-1, 1-0",1423.0,7157,302817.0,allsvenskan,2016/17,Almtuna IS,Timrå IK,3.0,1.0,1-0, 1-1, 1-0,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,,home,home,draw,home,,
6468,2016-12-19 ,IK Pantern  - HC Vita Hästen,1 - 3,"0-0, 0-1, 1-2",532.0,7157,302815.0,allsvenskan,2016/17,IK Pantern,HC Vita Hästen,1.0,3.0,0-0, 0-1, 1-2,,,0.0,0.0,0.0,1.0,1.0,2.0,,,,,away,draw,away,away,,
6469,2016-12-16 ,Södertälje SK  - AIK,1 - 3,"0-1, 0-1, 1-1",3137.0,7157,302818.0,allsvenskan,2016/17,Södertälje SK,AIK,1.0,3.0,0-1, 0-1, 1-1,,,0.0,1.0,0.0,1.0,1.0,1.0,,,,,away,away,away,draw,,
6470,2016-12-16 ,IF Björklöven  - Tingsryds AIF,4 - 3,"3-1, 0-1, 1-1",5119.0,7157,302819.0,allsvenskan,2016/17,IF Björklöven,Tingsryds AIF,4.0,3.0,3-1, 0-1, 1-1,,,3.0,1.0,0.0,1.0,1.0,1.0,,,,,home,home,away,draw,,
6471,2016-12-16 ,HC Vita Hästen  - IK Oskarshamn,0 - 4,"0-0, 0-2, 0-2",2723.0,7157,302820.0,allsvenskan,2016/17,HC Vita Hästen,IK Oskarshamn,0.0,4.0,0-0, 0-2, 0-2,,,0.0,0.0,0.0,2.0,0.0,2.0,,,,,away,draw,away,away,,
6472,2016-12-16 ,MODO Hockey  - IK Pantern,3 - 2,"2-0, 1-0, 0-2",3367.0,7157,302821.0,allsvenskan,2016/17,MODO Hockey,IK Pantern,3.0,2.0,2-0, 1-0, 0-2,,,2.0,0.0,1.0,0.0,0.0,2.0,,,,,home,home,home,away,,
6473,2016-12-16 ,BIK Karlskoga  - VIK Västerås HK,6 - 3,"2-2, 2-1, 2-0",2879.0,7157,302822.0,allsvenskan,2016/17,BIK Karlskoga,Västerås IK,6.0,3.0,2-2, 2-1, 2-0,,,2.0,2.0,2.0,1.0,2.0,0.0,,,,,home,draw,home,home,,
6474,2016-12-16 ,Timrå IK  - Mora IK,3 - 2,"1-0, 0-0, 2-2",2587.0,7157,302823.0,allsvenskan,2016/17,Timrå IK,Mora IK,3.0,2.0,1-0, 0-0, 2-2,,,1.0,0.0,0.0,0.0,2.0,2.0,,,,,home,home,draw,draw,,
6475,2016-12-16 ,Västerviks IK  - Almtuna IS,3 - 2,"0-1, 0-0, 2-1, 1-0",1500.0,7157,302824.0,allsvenskan,2016/17,Västerviks IK,Almtuna IS,3.0,2.0,0-1, 0-0, 2-1, 1-0,,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,,,draw,away,draw,home,home,
6476,2016-12-28 ,AIK  - IF Björklöven,3 - 2,"2-1, 0-0, 0-1, 1-0",4218.0,7157,302825.0,allsvenskan,2016/17,AIK,IF Björklöven,3.0,2.0,2-1, 0-0, 0-1, 1-0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,draw,home,draw,away,home,
6477,2016-12-28 ,Tingsryds AIF  - HC Vita Hästen,4 - 3,"2-1, 1-1, 0-1, 0-0, 1-0",2798.0,7157,302826.0,allsvenskan,2016/17,Tingsryds AIF,HC Vita Hästen,4.0,3.0,2-1, 1-1, 0-1, 0-0, 1-0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,home,draw,away,draw,home
6478,2016-12-29 ,IK Oskarshamn  - MODO Hockey,1 - 3,"1-0, 0-2, 0-1",2594.0,7157,302827.0,allsvenskan,2016/17,IK Oskarshamn,MODO Hockey,1.0,3.0,1-0, 0-2, 0-1,,,1.0,0.0,0.0,2.0,0.0,1.0,,,,,away,home,away,away,,
6479,2016-12-29 ,Södertälje SK  - Västerviks IK,4 - 1,"0-0, 3-1, 1-0",2750.0,7157,302828.0,allsvenskan,2016/17,Södertälje SK,Västerviks IK,4.0,1.0,0-0, 3-1, 1-0,,,0.0,0.0,3.0,1.0,1.0,0.0,,,,,home,draw,home,home,,
6480,2016-12-29 ,IK Pantern  - BIK Karlskoga,4 - 2,"2-0, 2-1, 0-1",814.0,7157,302829.0,allsvenskan,2016/17,IK Pantern,BIK Karlskoga,4.0,2.0,2-0, 2-1, 0-1,,,2.0,0.0,2.0,1.0,0.0,1.0,,,,,home,home,home,away,,
6481,2016-12-30 ,VIK Västerås HK  - Timrå IK,1 - 3,"1-1, 0-0, 0-2",2198.0,7157,302830.0,allsvenskan,2016/17,Västerås IK,Timrå IK,1.0,3.0,1-1, 0-0, 0-2,,,1.0,1.0,0.0,0.0,0.0,2.0,,,,,away,draw,draw,away,,
6482,2016-12-30 ,Mora IK  - Almtuna IS,4 - 3,"2-0, 0-0, 2-3",3782.0,7157,302831.0,allsvenskan,2016/17,Mora IK,Almtuna IS,4.0,3.0,2-0, 0-0, 2-3,,,2.0,0.0,0.0,0.0,2.0,3.0,,,,,home,home,draw,away,,
6483,2016-12-26 ,HC Vita Hästen  - AIK,4 - 1,"0-0, 3-0, 1-1",3470.0,7157,302832.0,allsvenskan,2016/17,HC Vita Hästen,AIK,4.0,1.0,0-0, 3-0, 1-1,,,0.0,0.0,3.0,0.0,1.0,1.0,,,,,home,draw,home,draw,,
6484,2016-12-26 ,IF Björklöven  - Södertälje SK,1 - 5,"1-2, 0-0, 0-3",4010.0,7157,302834.0,allsvenskan,2016/17,IF Björklöven,Södertälje SK,1.0,5.0,1-2, 0-0, 0-3,,,1.0,2.0,0.0,0.0,0.0,3.0,,,,,away,away,draw,away,,
6485,2016-12-26 ,MODO Hockey  - Tingsryds AIF,1 - 5,"0-1, 1-2, 0-2",4924.0,7157,302833.0,allsvenskan,2016/17,MODO Hockey,Tingsryds AIF,1.0,5.0,0-1, 1-2, 0-2,,,0.0,1.0,1.0,2.0,0.0,2.0,,,,,away,away,away,away,,
6486,2016-12-27 ,Västerviks IK  - Mora IK,2 - 3,"1-2, 1-1, 0-0",2006.0,7157,302835.0,allsvenskan,2016/17,Västerviks IK,Mora IK,2.0,3.0,1-2, 1-1, 0-0,,,1.0,2.0,1.0,1.0,0.0,0.0,,,,,away,away,draw,draw,,
6487,2016-12-27 ,Timrå IK  - IK Pantern,1 - 5,"0-3, 0-1, 1-1",2787.0,7157,302836.0,allsvenskan,2016/17,Timrå IK,IK Pantern,1.0,5.0,0-3, 0-1, 1-1,,,0.0,3.0,0.0,1.0,1.0,1.0,,,,,away,away,away,draw,,
6488,2016-12-27 ,BIK Karlskoga  - IK Oskarshamn,3 - 2,"1-0, 1-1, 1-1",3105.0,7157,302837.0,allsvenskan,2016/17,BIK Karlskoga,IK Oskarshamn,3.0,2.0,1-0, 1-1, 1-1,,,1.0,0.0,1.0,1.0,1.0,1.0,,,,,home,home,draw,draw,,
6489,2016-12-28 ,Almtuna IS  - VIK Västerås HK,5 - 2,"2-1, 1-1, 2-0",1622.0,7157,302838.0,allsvenskan,2016/17,Almtuna IS,Västerås IK,5.0,2.0,2-1, 1-1, 2-0,,,2.0,1.0,1.0,1.0,2.0,0.0,,,,,home,home,draw,home,,
6490,2016-12-19 ,Timrå IK  - IK Oskarshamn,1 - 3,"0-1, 1-0, 0-2",2574.0,7157,302839.0,allsvenskan,2016/17,Timrå IK,IK Oskarshamn,1.0,3.0,0-1, 1-0, 0-2,,,0.0,1.0,1.0,0.0,0.0,2.0,,,,,away,away,home,away,,
6491,2016-12-21 ,Tingsryds AIF  - BIK Karlskoga,3 - 1,"0-1, 1-0, 2-0",1596.0,7157,302840.0,allsvenskan,2016/17,Tingsryds AIF,BIK Karlskoga,3.0,1.0,0-1, 1-0, 2-0,,,0.0,1.0,1.0,0.0,2.0,0.0,,,,,home,away,home,home,,
6492,2016-12-21 ,Södertälje SK  - HC Vita Hästen,3 - 2,"1-1, 0-1, 1-0, 0-0, 1-0",2710.0,7157,302841.0,allsvenskan,2016/17,Södertälje SK,HC Vita Hästen,3.0,2.0,1-1, 0-1, 1-0, 0-0, 1-0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,draw,draw,away,home,draw,home
6493,2016-12-21 ,IF Björklöven  - Västerviks IK,1 - 5,"0-2, 0-2, 1-1",3515.0,7157,302842.0,allsvenskan,2016/17,IF Björklöven,Västerviks IK,1.0,5.0,0-2, 0-2, 1-1,,,0.0,2.0,0.0,2.0,1.0,1.0,,,,,away,away,away,draw,,
6494,2016-12-21 ,AIK  - MODO Hockey,0 - 2,"0-1, 0-0, 0-1",5206.0,7157,302843.0,allsvenskan,2016/17,AIK,MODO Hockey,0.0,2.0,0-1, 0-0, 0-1,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,away,away,draw,away,,
6495,2016-12-21 ,IK Pantern  - Almtuna IS,4 - 2,"0-1, 2-1, 2-0",476.0,7157,302845.0,allsvenskan,2016/17,IK Pantern,Almtuna IS,4.0,2.0,0-1, 2-1, 2-0,,,0.0,1.0,2.0,1.0,2.0,0.0,,,,,home,away,home,home,,
6496,2016-12-22 ,VIK Västerås HK  - Mora IK,2 - 4,"0-0, 2-2, 0-2",2368.0,7157,302844.0,allsvenskan,2016/17,Västerås IK,Mora IK,2.0,4.0,0-0, 2-2, 0-2,,,0.0,0.0,2.0,2.0,0.0,2.0,,,,,away,draw,draw,away,,
6497,2017-01-03 ,MODO Hockey  - Södertälje SK,3 - 2,"1-0, 0-1, 2-1",3745.0,7157,302846.0,allsvenskan,2016/17,MODO Hockey,Södertälje SK,3.0,2.0,1-0, 0-1, 2-1,,,1.0,0.0,0.0,1.0,2.0,1.0,,,,,home,home,away,home,,
6498,2017-01-04 ,Timrå IK  - Tingsryds AIF,1 - 3,"0-0, 0-0, 1-3",2227.0,7157,302847.0,allsvenskan,2016/17,Timrå IK,Tingsryds AIF,1.0,3.0,0-0, 0-0, 1-3,,,0.0,0.0,0.0,0.0,1.0,3.0,,,,,away,draw,draw,away,,
6499,2017-01-04 ,Västerviks IK  - VIK Västerås HK,1 - 3,"0-0, 1-1, 0-2",1396.0,7157,302848.0,allsvenskan,2016/17,Västerviks IK,Västerås IK,1.0,3.0,0-0, 1-1, 0-2,,,0.0,0.0,1.0,1.0,0.0,2.0,,,,,away,draw,draw,away,,
6500,2017-01-04 ,HC Vita Hästen  - IF Björklöven,6 - 0,"0-0, 3-0, 3-0",2633.0,7157,302849.0,allsvenskan,2016/17,HC Vita Hästen,IF Björklöven,6.0,0.0,0-0, 3-0, 3-0,,,0.0,0.0,3.0,0.0,3.0,0.0,,,,,home,draw,home,home,,
6501,2017-01-04 ,Almtuna IS  - IK Oskarshamn,7 - 3,"5-0, 1-1, 1-2",1929.0,7157,302850.0,allsvenskan,2016/17,Almtuna IS,IK Oskarshamn,7.0,3.0,5-0, 1-1, 1-2,,,5.0,0.0,1.0,1.0,1.0,2.0,,,,,home,home,draw,away,,
6502,2017-01-04 ,BIK Karlskoga  - AIK,3 - 2,"1-0, 1-1, 0-1, 1-0",2969.0,7157,302851.0,allsvenskan,2016/17,BIK Karlskoga,AIK,3.0,2.0,1-0, 1-1, 0-1, 1-0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,draw,home,draw,away,home,
6503,2017-01-04 ,Mora IK  - IK Pantern,4 - 1,"1-0, 2-1, 1-0",3087.0,7157,302852.0,allsvenskan,2016/17,Mora IK,IK Pantern,4.0,1.0,1-0, 2-1, 1-0,,,1.0,0.0,2.0,1.0,1.0,0.0,,,,,home,home,home,home,,
6504,2017-01-06 ,Södertälje SK  - BIK Karlskoga,0 - 3,"0-0, 0-1, 0-2",3260.0,7157,302853.0,allsvenskan,2016/17,Södertälje SK,BIK Karlskoga,0.0,3.0,0-0, 0-1, 0-2,,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,away,draw,away,away,,
6505,2017-01-06 ,IF Björklöven  - MODO Hockey,6 - 3,"2-1, 1-2, 3-0",5400.0,7157,302854.0,allsvenskan,2016/17,IF Björklöven,MODO Hockey,6.0,3.0,2-1, 1-2, 3-0,,,2.0,1.0,1.0,2.0,3.0,0.0,,,,,home,home,away,home,,
