,date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
115,2020-11-19,Brynäs IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Brynäs IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
116,2020-11-19,Rögle BK  - Färjestad BK,,,,11450,,shl,2020/21,Rögle BK,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
117,2020-11-19,IF Malmö Redhawks  - HV 71,,,,11450,,shl,2020/21,IF Malmö Redhawks,HV 71,,,,,,,,,,,,,,,,,,,,,,,
118,2020-11-19,Frölunda HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
119,2020-11-21,Brynäs IF  - Frölunda HC,,,,11450,,shl,2020/21,Brynäs IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
120,2020-11-21,Djurgårdens IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Djurgårdens IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
121,2020-11-21,Rögle BK  - Leksands IF,,,,11450,,shl,2020/21,Rögle BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
122,2020-11-21,Linköping HC  - Luleå HF,,,,11450,,shl,2020/21,Linköping HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
123,2020-11-21,Skellefteå AIK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Skellefteå AIK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
124,2020-11-21,Örebro HK  - IK Oskarshamn,,,,11450,,shl,2020/21,Örebro HK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
125,2020-11-21,Färjestad BK  - HV 71,,,,11450,,shl,2020/21,Färjestad BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
126,2020-11-22,Färjestad BK  - Luleå HF,,,,11450,,shl,2020/21,Färjestad BK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
127,2020-11-24,Djurgårdens IF  - Brynäs IF,,,,11450,,shl,2020/21,Djurgårdens IF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
128,2020-11-26,Örebro HK  - Leksands IF,,,,11450,,shl,2020/21,Örebro HK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
129,2020-11-26,Djurgårdens IF  - Rögle BK,,,,11450,,shl,2020/21,Djurgårdens IF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
130,2020-11-26,Växjö Lakers HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Växjö Lakers HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
131,2020-11-26,HV 71  - Linköping HC,,,,11450,,shl,2020/21,HV 71,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
132,2020-11-26,IK Oskarshamn  - Brynäs IF,,,,11450,,shl,2020/21,IK Oskarshamn,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
133,2020-11-28,Leksands IF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Leksands IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
134,2020-11-28,HV 71  - Skellefteå AIK,,,,11450,,shl,2020/21,HV 71,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
135,2020-11-28,Frölunda HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
136,2020-11-28,Luleå HF  - IK Oskarshamn,,,,11450,,shl,2020/21,Luleå HF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
137,2020-11-28,Brynäs IF  - Färjestad BK,,,,11450,,shl,2020/21,Brynäs IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
138,2020-11-28,Rögle BK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Rögle BK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
139,2020-11-28,Linköping HC  - Örebro HK,,,,11450,,shl,2020/21,Linköping HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
140,2020-12-01,Skellefteå AIK  - Luleå HF,,,,11450,,shl,2020/21,Skellefteå AIK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
141,2020-12-01,Brynäs IF  - Örebro HK,,,,11450,,shl,2020/21,Brynäs IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
142,2020-12-01,Djurgårdens IF  - Leksands IF,,,,11450,,shl,2020/21,Djurgårdens IF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
143,2020-12-01,Rögle BK  - HV 71,,,,11450,,shl,2020/21,Rögle BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
144,2020-12-01,Växjö Lakers HC  - Frölunda HC,,,,11450,,shl,2020/21,Växjö Lakers HC,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
145,2020-12-01,Färjestad BK  - IK Oskarshamn,,,,11450,,shl,2020/21,Färjestad BK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
146,2020-12-01,IF Malmö Redhawks  - Linköping HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
147,2020-12-03,Luleå HF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Luleå HF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
148,2020-12-03,Leksands IF  - Brynäs IF,,,,11450,,shl,2020/21,Leksands IF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
149,2020-12-03,Örebro HK  - Frölunda HC,,,,11450,,shl,2020/21,Örebro HK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
150,2020-12-03,Färjestad BK  - Skellefteå AIK,,,,11450,,shl,2020/21,Färjestad BK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
151,2020-12-03,Linköping HC  - Rögle BK,,,,11450,,shl,2020/21,Linköping HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
152,2020-12-03,HV 71  - Djurgårdens IF,,,,11450,,shl,2020/21,HV 71,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
153,2020-12-03,IK Oskarshamn  - Växjö Lakers HC,,,,11450,,shl,2020/21,IK Oskarshamn,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
154,2020-12-05,Skellefteå AIK  - Brynäs IF,,,,11450,,shl,2020/21,Skellefteå AIK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
155,2020-12-05,Frölunda HC  - Rögle BK,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
156,2020-12-05,Leksands IF  - Luleå HF,,,,11450,,shl,2020/21,Leksands IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
157,2020-12-05,Örebro HK  - Färjestad BK,,,,11450,,shl,2020/21,Örebro HK,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
158,2020-12-05,Växjö Lakers HC  - Linköping HC,,,,11450,,shl,2020/21,Växjö Lakers HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
159,2020-12-05,IK Oskarshamn  - HV 71,,,,11450,,shl,2020/21,IK Oskarshamn,HV 71,,,,,,,,,,,,,,,,,,,,,,,
160,2020-12-05,IF Malmö Redhawks  - Djurgårdens IF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
161,2020-12-08,Växjö Lakers HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Växjö Lakers HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
162,2020-12-08,Linköping HC  - HV 71,,,,11450,,shl,2020/21,Linköping HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,
163,2020-12-10,Brynäs IF  - Luleå HF,,,,11450,,shl,2020/21,Brynäs IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
164,2020-12-10,Djurgårdens IF  - Örebro HK,,,,11450,,shl,2020/21,Djurgårdens IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
165,2020-12-10,Rögle BK  - Skellefteå AIK,,,,11450,,shl,2020/21,Rögle BK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
166,2020-12-10,Växjö Lakers HC  - Leksands IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
167,2020-12-10,Linköping HC  - Färjestad BK,,,,11450,,shl,2020/21,Linköping HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
168,2020-12-10,HV 71  - Frölunda HC,,,,11450,,shl,2020/21,HV 71,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
169,2020-12-10,IF Malmö Redhawks  - IK Oskarshamn,,,,11450,,shl,2020/21,IF Malmö Redhawks,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
170,2020-12-12,Brynäs IF  - Linköping HC,,,,11450,,shl,2020/21,Brynäs IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
171,2020-12-12,Färjestad BK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Färjestad BK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
172,2020-12-12,HV 71  - Örebro HK,,,,11450,,shl,2020/21,HV 71,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
173,2020-12-12,Frölunda HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
174,2020-12-12,Luleå HF  - Djurgårdens IF,,,,11450,,shl,2020/21,Luleå HF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
175,2020-12-12,Skellefteå AIK  - Leksands IF,,,,11450,,shl,2020/21,Skellefteå AIK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
176,2020-12-12,Rögle BK  - IK Oskarshamn,,,,11450,,shl,2020/21,Rögle BK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
177,2020-12-15,Linköping HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Linköping HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
178,2020-12-26,Djurgårdens IF  - HV 71,,,,11450,,shl,2020/21,Djurgårdens IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
179,2020-12-26,Färjestad BK  - Brynäs IF,,,,11450,,shl,2020/21,Färjestad BK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
180,2020-12-26,IF Malmö Redhawks  - Skellefteå AIK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
181,2020-12-26,Frölunda HC  - Linköping HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
182,2020-12-26,Leksands IF  - Rögle BK,,,,11450,,shl,2020/21,Leksands IF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
183,2020-12-26,Örebro HK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Örebro HK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
184,2020-12-26,IK Oskarshamn  - Luleå HF,,,,11450,,shl,2020/21,IK Oskarshamn,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
185,2020-12-28,Luleå HF  - Leksands IF,,,,11450,,shl,2020/21,Luleå HF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
186,2020-12-28,Skellefteå AIK  - Örebro HK,,,,11450,,shl,2020/21,Skellefteå AIK,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
187,2020-12-28,Brynäs IF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Brynäs IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
188,2020-12-28,Rögle BK  - Frölunda HC,,,,11450,,shl,2020/21,Rögle BK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
189,2020-12-28,Växjö Lakers HC  - Färjestad BK,,,,11450,,shl,2020/21,Växjö Lakers HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
190,2020-12-28,Linköping HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Linköping HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
191,2020-12-28,HV 71  - IK Oskarshamn,,,,11450,,shl,2020/21,HV 71,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
192,2020-12-30,Leksands IF  - Skellefteå AIK,,,,11450,,shl,2020/21,Leksands IF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
193,2020-12-30,Örebro HK  - Brynäs IF,,,,11450,,shl,2020/21,Örebro HK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
194,2020-12-30,Djurgårdens IF  - Luleå HF,,,,11450,,shl,2020/21,Djurgårdens IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
195,2020-12-30,Färjestad BK  - Linköping HC,,,,11450,,shl,2020/21,Färjestad BK,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
196,2020-12-30,IK Oskarshamn  - Rögle BK,,,,11450,,shl,2020/21,IK Oskarshamn,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
197,2020-12-30,IF Malmö Redhawks  - Växjö Lakers HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
198,2020-12-30,Frölunda HC  - HV 71,,,,11450,,shl,2020/21,Frölunda HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,
199,2021-01-02,Luleå HF  - Linköping HC,,,,11450,,shl,2020/21,Luleå HF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
200,2021-01-02,Brynäs IF  - Leksands IF,,,,11450,,shl,2020/21,Brynäs IF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
201,2021-01-02,Rögle BK  - Örebro HK,,,,11450,,shl,2020/21,Rögle BK,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
202,2021-01-02,Växjö Lakers HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
203,2021-01-02,HV 71  - IF Malmö Redhawks,,,,11450,,shl,2020/21,HV 71,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
204,2021-01-02,Skellefteå AIK  - Färjestad BK,,,,11450,,shl,2020/21,Skellefteå AIK,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
205,2021-01-02,IK Oskarshamn  - Frölunda HC,,,,11450,,shl,2020/21,IK Oskarshamn,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
206,2021-01-07,Leksands IF  - HV 71,,,,11450,,shl,2020/21,Leksands IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
207,2021-01-07,Djurgårdens IF  - IK Oskarshamn,,,,11450,,shl,2020/21,Djurgårdens IF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
208,2021-01-07,Växjö Lakers HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Växjö Lakers HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
209,2021-01-07,Färjestad BK  - Rögle BK,,,,11450,,shl,2020/21,Färjestad BK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
210,2021-01-07,Linköping HC  - Brynäs IF,,,,11450,,shl,2020/21,Linköping HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
211,2021-01-07,IF Malmö Redhawks  - Örebro HK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
212,2021-01-07,Frölunda HC  - Luleå HF,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
213,2021-01-09,Luleå HF  - IK Oskarshamn,,,,11450,,shl,2020/21,Luleå HF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
214,2021-01-09,Brynäs IF  - Djurgårdens IF,,,,11450,,shl,2020/21,Brynäs IF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
215,2021-01-09,IF Malmö Redhawks  - Leksands IF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
216,2021-01-09,Frölunda HC  - Färjestad BK,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
217,2021-01-09,Skellefteå AIK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Skellefteå AIK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
218,2021-01-09,Örebro HK  - HV 71,,,,11450,,shl,2020/21,Örebro HK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
219,2021-01-09,Rögle BK  - Linköping HC,,,,11450,,shl,2020/21,Rögle BK,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
220,2021-01-12,Örebro HK  - Djurgårdens IF,,,,11450,,shl,2020/21,Örebro HK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
221,2021-01-12,Brynäs IF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Brynäs IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
222,2021-01-14,Luleå HF  - Brynäs IF,,,,11450,,shl,2020/21,Luleå HF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
223,2021-01-14,Skellefteå AIK  - Frölunda HC,,,,11450,,shl,2020/21,Skellefteå AIK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
224,2021-01-14,Djurgårdens IF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Djurgårdens IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
225,2021-01-14,Växjö Lakers HC  - Rögle BK,,,,11450,,shl,2020/21,Växjö Lakers HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
226,2021-01-14,Linköping HC  - Leksands IF,,,,11450,,shl,2020/21,Linköping HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
227,2021-01-14,HV 71  - Färjestad BK,,,,11450,,shl,2020/21,HV 71,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
228,2021-01-14,IK Oskarshamn  - Örebro HK,,,,11450,,shl,2020/21,IK Oskarshamn,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
229,2021-01-16,Örebro HK  - Djurgårdens IF,,,,11450,,shl,2020/21,Örebro HK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
230,2021-01-16,HV 71  - Rögle BK,,,,11450,,shl,2020/21,HV 71,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
231,2021-01-16,IF Malmö Redhawks  - Luleå HF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
232,2021-01-16,Linköping HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Linköping HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
233,2021-01-16,Leksands IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Leksands IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
234,2021-01-16,Brynäs IF  - Skellefteå AIK,,,,11450,,shl,2020/21,Brynäs IF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
235,2021-01-16,Färjestad BK  - Frölunda HC,,,,11450,,shl,2020/21,Färjestad BK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
236,2021-01-19,Luleå HF  - Skellefteå AIK,,,,11450,,shl,2020/21,Luleå HF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
237,2021-01-19,Frölunda HC  - Linköping HC,,,,11450,,shl,2020/21,Frölunda HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
238,2021-01-19,Rögle BK  - Djurgårdens IF,,,,11450,,shl,2020/21,Rögle BK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
239,2021-01-21,Luleå HF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Luleå HF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
240,2021-01-21,Skellefteå AIK  - HV 71,,,,11450,,shl,2020/21,Skellefteå AIK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
241,2021-01-21,Örebro HK  - Linköping HC,,,,11450,,shl,2020/21,Örebro HK,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
242,2021-01-21,Brynäs IF  - IK Oskarshamn,,,,11450,,shl,2020/21,Brynäs IF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
243,2021-01-21,Färjestad BK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Färjestad BK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
244,2021-01-21,Frölunda HC  - Leksands IF,,,,11450,,shl,2020/21,Frölunda HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
245,2021-01-23,Leksands IF  - Färjestad BK,,,,11450,,shl,2020/21,Leksands IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
246,2021-01-23,Rögle BK  - Luleå HF,,,,11450,,shl,2020/21,Rögle BK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
247,2021-01-23,IK Oskarshamn  - IF Malmö Redhawks,,,,11450,,shl,2020/21,IK Oskarshamn,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
248,2021-01-23,Frölunda HC  - Örebro HK,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
249,2021-01-23,Djurgårdens IF  - Skellefteå AIK,,,,11450,,shl,2020/21,Djurgårdens IF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
250,2021-01-23,Växjö Lakers HC  - Brynäs IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
251,2021-01-23,Linköping HC  - HV 71,,,,11450,,shl,2020/21,Linköping HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,
252,2021-01-26,Växjö Lakers HC  - Örebro HK,,,,11450,,shl,2020/21,Växjö Lakers HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
253,2021-01-28,IF Malmö Redhawks  - Frölunda HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
254,2021-01-28,Skellefteå AIK  - Linköping HC,,,,11450,,shl,2020/21,Skellefteå AIK,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
255,2021-01-28,Örebro HK  - Luleå HF,,,,11450,,shl,2020/21,Örebro HK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
256,2021-01-28,Brynäs IF  - Rögle BK,,,,11450,,shl,2020/21,Brynäs IF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
257,2021-01-28,Djurgårdens IF  - Färjestad BK,,,,11450,,shl,2020/21,Djurgårdens IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
258,2021-01-28,HV 71  - Växjö Lakers HC,,,,11450,,shl,2020/21,HV 71,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
259,2021-01-28,IK Oskarshamn  - Leksands IF,,,,11450,,shl,2020/21,IK Oskarshamn,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
260,2021-01-30,Skellefteå AIK  - Rögle BK,,,,11450,,shl,2020/21,Skellefteå AIK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
261,2021-01-30,Leksands IF  - Djurgårdens IF,,,,11450,,shl,2020/21,Leksands IF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
262,2021-01-30,Frölunda HC  - Brynäs IF,,,,11450,,shl,2020/21,Frölunda HC,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
263,2021-01-30,Linköping HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Linköping HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
264,2021-01-30,Luleå HF  - HV 71,,,,11450,,shl,2020/21,Luleå HF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
265,2021-01-30,Växjö Lakers HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Växjö Lakers HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
266,2021-01-30,Färjestad BK  - Örebro HK,,,,11450,,shl,2020/21,Färjestad BK,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
267,2021-02-02,Luleå HF  - Skellefteå AIK,,,,11450,,shl,2020/21,Luleå HF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
268,2021-02-02,Leksands IF  - Örebro HK,,,,11450,,shl,2020/21,Leksands IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
269,2021-02-02,Djurgårdens IF  - Frölunda HC,,,,11450,,shl,2020/21,Djurgårdens IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
270,2021-02-02,Rögle BK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Rögle BK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
271,2021-02-02,Linköping HC  - Växjö Lakers HC,,,,11450,,shl,2020/21,Linköping HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
272,2021-02-02,HV 71  - Brynäs IF,,,,11450,,shl,2020/21,HV 71,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
273,2021-02-02,IK Oskarshamn  - Färjestad BK,,,,11450,,shl,2020/21,IK Oskarshamn,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
274,2021-02-04,Skellefteå AIK  - Djurgårdens IF,,,,11450,,shl,2020/21,Skellefteå AIK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
275,2021-02-04,Örebro HK  - Frölunda HC,,,,11450,,shl,2020/21,Örebro HK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
276,2021-02-04,Brynäs IF  - Luleå HF,,,,11450,,shl,2020/21,Brynäs IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
277,2021-02-04,Rögle BK  - HV 71,,,,11450,,shl,2020/21,Rögle BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
278,2021-02-04,Växjö Lakers HC  - Leksands IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
279,2021-02-04,Färjestad BK  - IK Oskarshamn,,,,11450,,shl,2020/21,Färjestad BK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
280,2021-02-04,IF Malmö Redhawks  - Linköping HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
281,2021-02-06,Luleå HF  - Rögle BK,,,,11450,,shl,2020/21,Luleå HF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
282,2021-02-06,Djurgårdens IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Djurgårdens IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
283,2021-02-06,Linköping HC  - Färjestad BK,,,,11450,,shl,2020/21,Linköping HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
